id,name,category,identity_verified,website_verified,fees_verified,placements_verified,seats_verified,cutoffs_verified,rankings_verified,primary_source_fees,primary_source_placements,primary_source_seats,fees_status,placements_status,seats_status
"C-68529","SANJAY MEMORIAL INSTITUTE OF TECHNOLOGY , SMIT","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-68530","UTKAL INSTITUTE OF TECHNOLOGY AND MANAGEMENT","Legacy Core","true","","true","","","","true","MahaFRA Official Online Portal","None","None","official_verified","unavailable","unavailable"
"C-68532","VAMSI INSTITUTE OF MANAGEMENT STUDIES RAYAGADA","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Odisha (2024-25)","None","None","legacy","unavailable","unavailable"
"C-68538","CENTURION UNIVERSITY OF TECHNOLOGY AND MANAGEMENT","Legacy Core","true","true","true","","","","","AFRC MP 2024-25 Order No. 147","None","None","official_verified","unavailable","unavailable"
"C-68652","PRESIDENCY COLLEGE","Legacy Core","true","true","true","","","","true","AFRC UP 2024-25 Official Order","None","None","official_verified","unavailable","unavailable"
"C-68683","BHABHA INSTITUTE OF MANAGEMENT","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Madhya Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
"C-66574","UNITED COLLEGE OF NURSING","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Tamil Nadu (2024-25)","None","None","legacy","unavailable","unavailable"
"C-68725","SHRI MAHAKAL INSTITUTE OF MANAGEMENT AND SCIENCE","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Madhya Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
"C-68726","RADIANT INSTITUTE OF MANAGEMENT AND SCIENCE","Legacy Core","true","true","true","","","","true","AFRC MP 2024-25 Order No. 147","None","None","official_verified","unavailable","unavailable"
"C-66587","INSTITUTE OF MANAGEMENT CO DAV COLLEGE","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Chandigarh (2024-25)","None","None","legacy","unavailable","unavailable"
"C-66375","AAFFINITY  COLLEGE OF NURSING","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Karnataka (2024-25)","None","None","legacy","unavailable","unavailable"
"C-66613","KINGSTON IMPERIAL INSTITUTE OF TECHNOLOGY AND SCIENCES","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-66614","MITHLESH INSTITUTE OF MANAGEMENT","Legacy Core","true","","","","","","true","Fee Regulation Slab — Madhya Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
"C-66660","UNIVERSITY INSTITUTE OF MANAGEMENT ALAPPUZHA","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Kerala (2024-25)","None","None","legacy","unavailable","unavailable"
"C-66676","RIDDHI DIPLOMA IN HEALTH AND SANITARY INSPECTOR","Legacy Core","true","","","","","","true","Fee Regulation Slab — Gujarat (2024-25)","None","None","legacy","unavailable","unavailable"
"C-66679","UNITEDWORLD SCHOOL OF LIBERAL ARTS  AND MASS COMMUNICATION","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Gujarat (2024-25)","None","None","legacy","unavailable","unavailable"
"C-66696","SYMBIOSIS INSTITUTE OF TECHNOLOGY, NAGPUR","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-66748","SIGMA COLLEGE OF SANITARY INSPECTOR","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Gujarat (2024-25)","None","None","legacy","unavailable","unavailable"
"C-66391","NITESH KUMAR SMARAK MAHAVIDYALAY PAHARPURTOI VAISHALI","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Bihar (2024-25)","None","None","legacy","unavailable","unavailable"
"C-66873","SERENITY COLLEGE FATEHGARH","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Rajasthan (2024-25)","None","None","legacy","unavailable","unavailable"
"C-66402","JAWAHARLAL INSTITUTE OF TECHNOLOGY AND MANAGEMENT","Legacy Core","true","true","true","","","","true","AFRC MP 2024-25 Order No. 147","None","None","official_verified","unavailable","unavailable"
"C-66969","S S COLLEGE BHOPAL","Legacy Core","true","true","true","","","","true","AFRC MP 2024-25 Order No. 147","None","None","official_verified","unavailable","unavailable"
"C-66413","NAVKAR DIPLOMA IN HEALTH AND SANITARY INSPECTOR","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Gujarat (2024-25)","None","None","legacy","unavailable","unavailable"
"C-67018","NITISHWAR AYURVED MEDICAL COLLEGE AND HOSPITAL","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Bihar (2024-25)","None","None","legacy","unavailable","unavailable"
"C-66415","NACHIKETA  DIPLOMA IN HEALTH AND SANITARY INSPECTOR","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Gujarat (2024-25)","None","None","legacy","unavailable","unavailable"
"C-66419","SHRI M N PATEL DIPLOMA IN HEALTH AND SANITARY INSPECTOR COLLEGE","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Gujarat (2024-25)","None","None","legacy","unavailable","unavailable"
"C-67083","MANAV INSTITUTE OF TECHNOLOGY","Legacy Core","true","true","true","","","","true","AFRC MP 2024-25 Order No. 147","None","None","official_verified","unavailable","unavailable"
"C-66420","VRUNDAVAN DIPLOMA IN HEALTH AND SANITARY INSPECTOR","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Gujarat (2024-25)","None","None","legacy","unavailable","unavailable"
"C-66423","ARADHANA DIPLOMA HEALTH SANITARY INSPECTOR","Legacy Core","true","","","","","","true","Fee Regulation Slab — Gujarat (2024-25)","None","None","legacy","unavailable","unavailable"
"C-66426","RAJVI DIPLOMA IN HEALTH AND SANITARY INSPECTOR COLLEGE KODIYAVADA","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Gujarat (2024-25)","None","None","legacy","unavailable","unavailable"
"C-67189","MOUNT ZION INSTITUTE OF MANAGEMENT","Legacy Core","true","","","","","","true","Fee Regulation Slab — Kerala (2024-25)","None","None","legacy","unavailable","unavailable"
"C-66428","EKLAVYA PERA TECHNICAL COLLEGE DIPLOMA IN HEALTH AND SANITARY INSPECTOR PANOL","Legacy Core","true","","","","","","true","Fee Regulation Slab — Gujarat (2024-25)","None","None","legacy","unavailable","unavailable"
"C-66429","BHARAT EDUCATION TRUST SANCHALIT DIPLOMA IN HEALTH AND SANITARI INSPECTOR","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Gujarat (2024-25)","None","None","legacy","unavailable","unavailable"
"C-66436","DIPLOMA IN HEALTH SANITARY INSPECTOR COLLEGE   RADHANPUR","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Gujarat (2024-25)","None","None","legacy","unavailable","unavailable"
"C-67286","NEOTECH INSTITUTE OF MANAGEMENT STUDIES","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Madhya Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
"C-67301","AMBIKA INSTITUTE OF MANAGEMENT","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Madhya Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
"C-66440","SHRI T S PATEL DIPLOMA IN HEALTH SANITARY INSPECTOR COLLEGE AMBALIYARA","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Gujarat (2024-25)","None","None","legacy","unavailable","unavailable"
"C-67331","AHIRKAR INSTITUTE OF MANAGEMENT STUDIES","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Maharashtra (2024-25)","None","None","legacy","unavailable","unavailable"
"C-67340","KESHAV MEMORIAL INSTITUTE OF MANAGEMENT","Legacy Core","true","true","true","","","","true","TSCHE TAFRC 2024-25 Notification","None","None","official_verified","unavailable","unavailable"
"C-67372","SHREE KRISHNA DIPLOMA IN HEALTH AND SANITARY INSPECTOR BHABHAR","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Gujarat (2024-25)","None","None","legacy","unavailable","unavailable"
"C-67380","JIIT BICHHUA","Legacy Core","true","true","true","","","","true","AFRC MP 2024-25 Order No. 147","None","None","official_verified","unavailable","unavailable"
"C-66445","GRAVITY DIPLOMA IN HEALTH AND SANITARY INSPECTOR COLLEGE KHEDBRAHMA","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Gujarat (2024-25)","None","None","legacy","unavailable","unavailable"
"C-69","Shree Swaminarayan Institute of Management & I.T.Porbandar.(SFI) 810","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Gujarat (2024-25)","None","None","legacy","unavailable","legacy"
"C-69956","G L BAJAJ INSTITUTE OF MANAGEMENT","Legacy Core","true","true","true","","","","true","AFRC UP 2024-25 Official Order","None","None","official_verified","unavailable","unavailable"
"C-69960","UNITED COLLEGE OF EDUCATION","Legacy Core","true","true","true","","","","true","AFRC UP 2024-25 Official Order","None","None","official_verified","unavailable","unavailable"
"C-70046","ADITYA INSTITUTE OF MANAGEMENT, SCIENCE AND RESEARCH","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Puducherry (2024-25)","None","None","legacy","unavailable","unavailable"
"C-70055","INSTITUTE OF MANAGEMENT STUDIES","Legacy Core","true","true","true","","","","true","MahaFRA Official Online Portal","None","None","official_verified","unavailable","unavailable"
"C-70078","UNIVERSITY INSTITUTE OF TECHNOLOGY,REGIONAL CENTRE,AZHOOR","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-70082","B V PATEL INSTITUTE OF MANAGEMENT","Legacy Core","true","true","true","","","","true","KEA UGCET 2024 Notification","None","None","official_verified","unavailable","legacy"
"C-7010","Sri Siddartha Institute of Management Studies","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Karnataka (2024-25)","None","None","legacy","unavailable","unavailable"
"C-70108","NATIONAL DIPLOMA IN HEALTH AND SANITARY INSPECTOR COLLEGE","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Gujarat (2024-25)","None","None","legacy","unavailable","unavailable"
"C-69018","MEDHAVI INSTITUTE OF MANAGEMENT JABALPUR","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Madhya Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
"C-70133","ISHAAN INSTITUTE OF MANAGEMENT STUDIES","Legacy Core","true","","","","","","true","Fee Regulation Slab — Odisha (2024-25)","None","None","legacy","unavailable","unavailable"
"C-70160","PSIT  PRANVEER SINGH INSTITUTE OF TECHNOLOGY PHARMACY","Legacy Core","true","","true","","","","true","AFRC UP 2024-25 Official Order","None","None","official_verified","unavailable","unavailable"
"C-70164","BABADEV DIPLOMA IN SANITARY INSPECTOR COLLEGE, CHHOTAUDEPUR","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Gujarat (2024-25)","None","None","legacy","unavailable","unavailable"
"C-70180","BIRLA INSTITUTE OF TECHNOLOGY OFF CAMPUS JAIPUR","Legacy Core","true","","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-70192","NIGAMANANDA INSTITUTE OF MANAGEMENT STUDIES","Legacy Core","true","","","","","","true","Fee Regulation Slab — Odisha (2024-25)","None","None","legacy","unavailable","unavailable"
"C-69027","SATHYABAMA COLLEGE OF EDUCATION","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Tamil Nadu (2024-25)","None","None","legacy","unavailable","unavailable"
"C-70277","SYMBIOSIS INSTITUTE OF BUSINESS MANAGEMENT, NOIDA","Legacy Core","true","true","true","","","","true","SIBM Fee Structure 2024-26","NIRF 2024","None","official_verified","legacy","unavailable"
"C-70307","CHENNAI INSTITUTE OF TECHNOLOGY AND APPLIED RESEARCH","Legacy Core","true","","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","legacy"
"C-70534","NARAYANI INSTITUTE OF MANAGEMENT AND COMPUTER EDUCATION,TALCHER,ANGUL","Legacy Core","true","true","true","","","","true","AFRC UP 2024-25 Official Order","None","None","official_verified","unavailable","unavailable"
"C-70579","IITM COLLEGE OF PHARMACY","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Haryana (2024-25)","None","None","legacy","unavailable","unavailable"
"C-70633","JAIHIND COMPREHENSIVE EDUCATIONAL INSTITUTES JAIHIND INSTITUTE OF MANAGEMENT AND RESEARCH","Legacy Core","true","","","","","","true","Fee Regulation Slab — Maharashtra (2024-25)","None","None","legacy","unavailable","unavailable"
"C-70670","YASHWANTRAO BHONSALE INSTITUTE OF TECHNOLOGY","Legacy Core","true","","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-70703","SWAMI VIVEKANAND INSTITUTE OF MANAGEMENT TIKAMGARH","Legacy Core","true","","","","","","true","Fee Regulation Slab — Madhya Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
"C-70725","GREGORIAN INSTITUTE OF TECHNOLOGY","Legacy Core","true","","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-70726","SITARAM INSTITUTE OF TECHNOLOGY,MAVI,MEERUT","Legacy Core","true","true","true","","","","true","AFRC UP 2024-25 Official Order","None","None","official_verified","unavailable","unavailable"
"C-70733","ARRDEKTA INSTITUTE OF TECHNOLOGY","Legacy Core","true","","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","legacy"
"C-70852","SUSHILA SURYAWANSHI MANAGEMNT INSTITUTE OF TECHNOLOGY ADVANCEMENT","Legacy Core","true","","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-70870","INSTITUTE OF MANAGEMENT AND SCIENCES","Legacy Core","true","","true","","","","true","KEA UGCET 2024 Notification","None","None","official_verified","unavailable","unavailable"
"C-70897","INSTITUTE OF TECHNOLOGY BAUN UTTARKASHI","Legacy Core","true","","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-70957","MAMTA INSTITUTE OF TECHNOLOGY","Legacy Core","true","","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-71002","DR SUBHASH UNIVERSITY, SCHOOL OF ARTS AND HUMANITIES","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Gujarat (2024-25)","None","None","legacy","unavailable","legacy"
"C-71061","VIDYA MEMORIAL INSTITUTE OF TECHNOLOGY","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-71066","SUBHASH INSTITUTE OF TECHNOLOGY GIRIDIH","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-71069","SAROJINI INSTITUTE OF TECHNOLOGY","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-71102","NARNARAYAN SHASTRI INSTITUTE OF TECHNOLOGY, INSTITUTE OF FORENSIC SCIENCES AND CYBER SECURITY","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","legacy"
"C-71171","DHANBAD INSTITUTE OF TECHNOLOGY","Legacy Core","true","","true","","","","true","TNEA 2024 Official Notification","NIRF 2024","None","official_verified","legacy","unavailable"
"C-71183","RATTAN INSTITUTE OF MANAGEMENT","Legacy Core","true","","","","","","true","Fee Regulation Slab — Haryana (2024-25)","None","None","legacy","unavailable","unavailable"
"C-71341","SYMBIOSIS COLLEGE OF PHYSIOTHERAPY JAIPUR","Legacy Core","true","","","","","","true","Fee Regulation Slab — Rajasthan (2024-25)","None","None","legacy","unavailable","unavailable"
"C-69178","KEWALSHREE INSTITUTE OF MANAGEMENT","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Madhya Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
"C-68905","DIVINE INSTITUTE OF MANAGEMENT AND STUDIES","Legacy Core","true","true","true","","","","true","MahaFRA Official Online Portal","None","None","official_verified","unavailable","unavailable"
"C-69349","KRISHNA INSTITUTE OF MANAGEMENT AND SCIENCE, KIMS","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Odisha (2024-25)","None","None","legacy","unavailable","unavailable"
"C-68948","BIRSA INSTITUTE OF TECHNOLOGY (TRUST)","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-69405","ORIENTAL INSTITUTE OF MANAGEMENT LALBURRA","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Madhya Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
"C-69416","AGRAGATI INSTITUTE OF HEALTH SCIENCES NURSING EDUCATION UNIT","Legacy Core","true","true","","","","","true","Fee Regulation Slab — West Bengal (2024-25)","None","None","legacy","unavailable","unavailable"
"C-69482","DON BOSCO INSTITUTE OF TECHNOLOGY","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-69490","JAIN  TRINITY  BUSINESS  SCHOOL","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Karnataka (2024-25)","None","None","legacy","unavailable","unavailable"
"C-6965","Siddashri First Grade College, Nittur","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Karnataka (2024-25)","None","None","legacy","unavailable","unavailable"
"C-69730","UNITY INSTITUTE OF PARAMEDICAL SCIENCE AND RESEARCH","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Odisha (2024-25)","None","None","legacy","unavailable","unavailable"
"C-69783","SIRAJUL HUDA INSTITUTE OF MANAGEMENT STUDIES","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Kerala (2024-25)","None","None","legacy","unavailable","unavailable"
"C-69839","SMT PARMESHWARIDEVI DURGADUTT TIBREWALA INSTITUTE OF MANAGEMENT AND RESEARCH","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Maharashtra (2024-25)","None","None","legacy","unavailable","unavailable"
"C-69849","BANGALORE INSTITUTE OF MANAGEMENT SCIENCE AND RESEARCH","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Karnataka (2024-25)","None","None","legacy","unavailable","unavailable"
"C-69880","TECHNOCRATS INSTITUTE OF TECHNOLOGY AND SCIENCE PHARMACY","Legacy Core","true","true","true","","","","true","AFRC MP 2024-25 Order No. 147","NIRF 2024","None","official_verified","legacy","unavailable"
