id,name,source_family,source_id_type,public_visible,search_visible,has_seats,has_cutoffs,has_fees,has_placements,truth_density_score,recommended_surface,reason
"CORE-IIIT-KURNOOL","Indian Institute of Information Technology Design And Manufacturing, Kurnool","IIIT","CORE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","25","KEEP_PUBLIC_LOW_TRUTH","Elite flagship but missing truth data (Action required)"
"CORE-INDIAN-INSTITUTE-OF-INFORMATION-TECHNOLOGY-ALLAHABAD","Indian Institute of Information Technology, Allahabad","IIIT","CORE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","50","KEEP_PUBLIC_LOW_TRUTH","Elite flagship but missing truth data (Action required)"
"CORE-INDIAN-INSTITUTE-OF-INFORMATION-TECHNOLOGY-DESIGN-MANUFACTURING-KANCHEEPURAM","Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","IIIT","CORE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","25","KEEP_PUBLIC_LOW_TRUTH","Elite flagship but missing truth data (Action required)"
"CORE-IIIT-DHARWAD","Indian Institute of Information Technology, Dharwad","IIIT","CORE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","25","KEEP_PUBLIC_LOW_TRUTH","Elite flagship but missing truth data (Action required)"
"CORE-IIIT-KOTA","INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, KOTA","OTHER","CORE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","75","KEEP_PUBLIC_CERTIFIED","Verified truth available"
"CORE-IIIT-KOTTAYAM","INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, KOTTAYAM","OTHER","CORE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","75","KEEP_PUBLIC_CERTIFIED","Verified truth available"
"CORE-INDIAN-INSTITUTE-OF-INFORMATION-TECHNOLOGY-LUCKNOW","INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, LUCKNOW","OTHER","CORE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","25","MOVE_TO_SEARCH_ONLY","Insufficient truth for public cohort"
"CORE-IIIT-NAGPUR","INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, NAGPUR","OTHER","CORE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","75","KEEP_PUBLIC_CERTIFIED","Verified truth available"
"CORE-IIIT-PUNE","INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, PUNE","OTHER","CORE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","75","KEEP_PUBLIC_CERTIFIED","Verified truth available"
"CORE-IIIT-RANCHI","INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, RANCHI","OTHER","CORE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","75","KEEP_PUBLIC_CERTIFIED","Verified truth available"
"CORE-IIIT-SENAPATI","INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, SENAPATI","OTHER","CORE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","25","MOVE_TO_SEARCH_ONLY","Insufficient truth for public cohort"
"CORE-IIIT-CITY","INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, SRI CITY","OTHER","CORE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","25","MOVE_TO_SEARCH_ONLY","Insufficient truth for public cohort"
"CORE-IIIT-SRIRANGAM","INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, SRIRANGAM","OTHER","CORE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","25","MOVE_TO_SEARCH_ONLY","Insufficient truth for public cohort"
"CORE-INDIAN-INSTITUTE-OF-INFORMATION-TECHNOLOGY-UNA","Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","IIIT","CORE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","25","KEEP_PUBLIC_LOW_TRUTH","Elite flagship but missing truth data (Action required)"
"CORE-INDIAN-INSTITUTE-OF-INFORMATION-TECHNOLOGY-VADODARA","Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","IIIT","CORE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","25","KEEP_PUBLIC_LOW_TRUTH","Elite flagship but missing truth data (Action required)"
"CORE-IIT-VARANASI","Indian Institute of Technology (Banaras Hindu University), Varanasi","IIT","CORE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","100","KEEP_PUBLIC_CERTIFIED","Elite flagship with verified truth data"
"CORE-IIT-DHANBAD","Indian Institute of Technology (Indian School of Mines), Dhanbad","IIT","CORE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","75","KEEP_PUBLIC_CERTIFIED","Elite flagship with verified truth data"
"CORE-IIT-BHILAI","Indian Institute of Technology Bhilai","IIT","CORE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","75","KEEP_PUBLIC_CERTIFIED","Elite flagship with verified truth data"
"CORE-IIT-BOMBAY","Indian Institute of Technology Bombay","IIT","CORE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","100","KEEP_PUBLIC_CERTIFIED","Elite flagship with verified truth data"
"CORE-IIT-DELHI","Indian Institute of Technology Delhi","IIT","CORE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","100","KEEP_PUBLIC_CERTIFIED","Elite flagship with verified truth data"
"CORE-IIT-GUWAHATI","Indian Institute of Technology Guwahati","IIT","CORE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","100","KEEP_PUBLIC_CERTIFIED","Elite flagship with verified truth data"
"CORE-IIT-HYDERABAD","Indian Institute of Technology Hyderabad","IIT","CORE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","100","KEEP_PUBLIC_CERTIFIED","Elite flagship with verified truth data"
"CORE-IIT-JAMMU","Indian Institute of Technology Jammu","IIT","CORE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","75","KEEP_PUBLIC_CERTIFIED","Elite flagship with verified truth data"
"CORE-IIT-KANPUR","Indian Institute of Technology Kanpur","IIT","CORE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","100","KEEP_PUBLIC_CERTIFIED","Elite flagship with verified truth data"
"CORE-IIT-KHARAGPUR","Indian Institute of Technology Kharagpur","IIT","CORE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","100","KEEP_PUBLIC_CERTIFIED","Elite flagship with verified truth data"
"CORE-IIT-MADRAS","Indian Institute of Technology Madras","IIT","CORE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","100","KEEP_PUBLIC_CERTIFIED","Elite flagship with verified truth data"
"CORE-IIT-ROORKEE","Indian Institute of Technology Roorkee","IIT","CORE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","100","KEEP_PUBLIC_CERTIFIED","Elite flagship with verified truth data"
"CORE-IIT-BHUBANESHWAR","Indian Institute of Technology, Bhubaneshwar","IIT","CORE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","25","KEEP_PUBLIC_LOW_TRUTH","Elite flagship but missing truth data (Action required)"
"CORE-IIT-DHARWAD","Indian Institute of Technology, Dharwad","IIT","CORE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","75","KEEP_PUBLIC_CERTIFIED","Elite flagship with verified truth data"
"CORE-IIT-GANDHINAGAR","Indian Institute of Technology, Gandhinagar","IIT","CORE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","75","KEEP_PUBLIC_CERTIFIED","Elite flagship with verified truth data"
"CORE-IIT-GOA","Indian Institute of Technology, Goa","IIT","CORE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","75","KEEP_PUBLIC_CERTIFIED","Elite flagship with verified truth data"
"CORE-IIT-INDORE","Indian Institute of Technology, Indore","IIT","CORE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","100","KEEP_PUBLIC_CERTIFIED","Elite flagship with verified truth data"
"CORE-IIT-JODHPUR","Indian Institute of Technology, Jodhpur","IIT","CORE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","75","KEEP_PUBLIC_CERTIFIED","Elite flagship with verified truth data"
"CORE-IIT-MANDI","Indian Institute of Technology, Mandi","IIT","CORE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","100","KEEP_PUBLIC_CERTIFIED","Elite flagship with verified truth data"
"CORE-IIT-PALAKKAD","Indian Institute of Technology, Palakkad","IIT","CORE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","75","KEEP_PUBLIC_CERTIFIED","Elite flagship with verified truth data"
"CORE-IIT-PATNA","Indian Institute of Technology, Patna","IIT","CORE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","100","KEEP_PUBLIC_CERTIFIED","Elite flagship with verified truth data"
"CORE-IIT-ROPAR","Indian Institute of Technology, Ropar","IIT","CORE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","100","KEEP_PUBLIC_CERTIFIED","Elite flagship with verified truth data"
"CORE-IIT-TIRUPATI","Indian Institute of Technology, Tirupati","IIT","CORE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","75","KEEP_PUBLIC_CERTIFIED","Elite flagship with verified truth data"
"CORE-INSTITUTE-OF-ENGINEERING-AND-TECHNOLOGY-DR-H-S-GOUR-UNIVERSITY-SAGAR","Institute of Engineering and Technology, Dr. H. S. Gour University. Sagar (A Central University)","UNIVERSITY","CORE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","75","KEEP_PUBLIC_CERTIFIED","Verified truth available"
"CORE-INSTITUTE-OF-INFRASTRUCTURE-TECHNOLOGY-RESEARCH-AND-MANAGEMENT-IITRAM","INSTITUTE OF INFRASTRUCTURE TECHNOLOGY RESEARCH AND MANAGEMENT (IITRAM)","OTHER","CORE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","25","MOVE_TO_SEARCH_ONLY","Insufficient truth for public cohort"
"CORE-INTERNATIONAL-INSTITUTE-OF-INFORMATION-TECHNOLOGY","INTERNATIONAL INSTITUTE OF INFORMATION TECHNOLOGY","OTHER","CORE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","25","MOVE_TO_SEARCH_ONLY","Insufficient truth for public cohort"
"CORE-INTERNATIONAL-INSTITUTE-OF-INFORMATION-TECHNOLOGY-BHUBANESHWAR","INTERNATIONAL INSTITUTE OF INFORMATION TECHNOLOGY BHUBANESHWAR","OTHER","CORE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","25","MOVE_TO_SEARCH_ONLY","Insufficient truth for public cohort"
"CORE-NIT-JAIPUR","Malviya National Institute of Technology, Jaipur","NIT","CORE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","100","KEEP_PUBLIC_CERTIFIED","Elite flagship with verified truth data"
"CORE-MAULANA-AZAD-NATIONAL-INSTITUTE-OF-TECHNOLOGY-BHOPAL","Maulana Azad National Institute of Technology, Bhopal","NIT","CORE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","25","KEEP_PUBLIC_LOW_TRUTH","Elite flagship but missing truth data (Action required)"
"CORE-MIZORAM-UNIVERSITY-AIZAWL","Mizoram University, Aizawl","UNIVERSITY","CORE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","75","KEEP_PUBLIC_CERTIFIED","Verified truth available"
"CORE-MOTILAL-NEHRU-NATIONAL-INSTITUTE-OF-TECHNOLOGY-ALLAHABAD","Motilal Nehru National Institute of Technology, Allahabad","NIT","CORE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","50","KEEP_PUBLIC_LOW_TRUTH","Elite flagship but missing truth data (Action required)"
"CORE-NATIONAL-INSTITUTE-OF-ADVANCED-MANUFACTURING-TECHNOLOGY-RANCHI","National Institute of Advanced Manufacturing Technology, Ranchi","OTHER","CORE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","75","KEEP_PUBLIC_CERTIFIED","Verified truth available"
"CORE-NIT-ARUNACHAL-PRADESH","National Institute of Technology Arunachal Pradesh","NIT","CORE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","75","KEEP_PUBLIC_CERTIFIED","Elite flagship with verified truth data"
"CORE-NIT-DELHI","National Institute of Technology Delhi","NIT","CORE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","75","KEEP_PUBLIC_CERTIFIED","Elite flagship with verified truth data"
"CORE-NIT-GOA","National Institute of Technology Goa","NIT","CORE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","75","KEEP_PUBLIC_CERTIFIED","Elite flagship with verified truth data"
"CORE-NIT-MANIPUR","National Institute of Technology Manipur","NIT","CORE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","75","KEEP_PUBLIC_CERTIFIED","Elite flagship with verified truth data"
"CORE-NIT-MEGHALAYA","National Institute of Technology Meghalaya","NIT","CORE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","75","KEEP_PUBLIC_CERTIFIED","Elite flagship with verified truth data"
"CORE-NIT-MIZORAM","National Institute of Technology Mizoram","NIT","CORE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","75","KEEP_PUBLIC_CERTIFIED","Elite flagship with verified truth data"
"CORE-NIT-NAGALAND","National Institute of Technology Nagaland","NIT","CORE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","75","KEEP_PUBLIC_CERTIFIED","Elite flagship with verified truth data"
"CORE-NIT-PUDUCHERRY","National Institute of Technology Puducherry","NIT","CORE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","75","KEEP_PUBLIC_CERTIFIED","Elite flagship with verified truth data"
"CORE-NIT-SIKKIM","National Institute of Technology Sikkim","NIT","CORE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","75","KEEP_PUBLIC_CERTIFIED","Elite flagship with verified truth data"
"CORE-NIT-UTTARAKHAND","National Institute of Technology Uttarakhand","NIT","CORE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","75","KEEP_PUBLIC_CERTIFIED","Elite flagship with verified truth data"
"CORE-NIT-AGARTALA","National Institute of Technology, Agartala","NIT","CORE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","75","KEEP_PUBLIC_CERTIFIED","Elite flagship with verified truth data"
"CORE-NIT-ANDHRA-PRADESH","NATIONAL INSTITUTE OF TECHNOLOGY, ANDHRA PRADESH","OTHER","CORE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","75","KEEP_PUBLIC_CERTIFIED","Verified truth available"
"CORE-NIT-CALICUT","National Institute of Technology, Calicut","NIT","CORE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","75","KEEP_PUBLIC_CERTIFIED","Elite flagship with verified truth data"
"CORE-NIT-DURGAPUR","National Institute of Technology, Durgapur","NIT","CORE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","100","KEEP_PUBLIC_CERTIFIED","Elite flagship with verified truth data"
"CORE-NIT-HAMIRPUR","National Institute of Technology, Hamirpur","NIT","CORE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","75","KEEP_PUBLIC_CERTIFIED","Elite flagship with verified truth data"
"CORE-NIT-JAMSHEDPUR","National Institute of Technology, Jamshedpur","NIT","CORE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","75","KEEP_PUBLIC_CERTIFIED","Elite flagship with verified truth data"
"CORE-NIT-SURATHKAL","National Institute of Technology, Karnataka","NIT","CORE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","100","KEEP_PUBLIC_CERTIFIED","Elite flagship with verified truth data"
"CORE-NIT-KURUKSHETRA","National Institute of Technology, Kurukshetra","NIT","CORE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","75","KEEP_PUBLIC_CERTIFIED","Elite flagship with verified truth data"
"CORE-NIT-PATNA","National Institute of Technology, Patna","NIT","CORE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","75","KEEP_PUBLIC_CERTIFIED","Elite flagship with verified truth data"
"CORE-NIT-RAIPUR","National Institute of Technology, Raipur","NIT","CORE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","75","KEEP_PUBLIC_CERTIFIED","Elite flagship with verified truth data"
"CORE-NIT-ROURKELA","National Institute of Technology, Rourkela","NIT","CORE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","75","KEEP_PUBLIC_CERTIFIED","Elite flagship with verified truth data"
"CORE-NIT-SILCHAR","National Institute of Technology, Silchar","NIT","CORE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","100","KEEP_PUBLIC_CERTIFIED","Elite flagship with verified truth data"
"CORE-NIT-SRINAGAR","National Institute of Technology, Srinagar","NIT","CORE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","75","KEEP_PUBLIC_CERTIFIED","Elite flagship with verified truth data"
"CORE-NIT-TRICHY","National Institute of Technology, Tiruchirapalli","NIT","CORE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","100","KEEP_PUBLIC_CERTIFIED","Elite flagship with verified truth data"
"CORE-NIT-WARANGAL","National Institute of Technology, Warangal","NIT","CORE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","75","KEEP_PUBLIC_CERTIFIED","Elite flagship with verified truth data"
"CORE-IIIT-JABALPUR","Pandhi Dwarka Prasad Mishra Indian Institute of Information Technology & Manufacturing , Jabalpur","IIIT","CORE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","75","KEEP_PUBLIC_CERTIFIED","Elite flagship with verified truth data"
"CORE-PUDUCHERRY-TECHNOLOGICAL-UNIVERSITY-PUDUCHERRY","Puducherry Technological University, Puducherry","UNIVERSITY","CORE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","75","KEEP_PUBLIC_CERTIFIED","Verified truth available"
"CORE-PUNJAB-ENGINEERING-COLLEGE-CHANDIGARH","Punjab Engineering College , Chandigarh","OTHER","CORE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","25","MOVE_TO_SEARCH_ONLY","Insufficient truth for public cohort"
"CORE-SANT-LONGOWAL-INSTITUTE-OF-ENGINEERING-AND-TECHNOLOGY","Sant Longowal Institute of Engineering and Technology","OTHER","CORE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","75","KEEP_PUBLIC_CERTIFIED","Verified truth available"
"CORE-SARDAR-VALLABHBHAI-NATIONAL-INSTITUTE-OF-TECHNOLOGY-SURAT","Sardar Vallabhbhai National Institute of Technology, Surat","NIT","CORE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","50","KEEP_PUBLIC_LOW_TRUTH","Elite flagship but missing truth data (Action required)"
"CORE-SCHOOL-OF-ENGINEERING-TEZPUR-UNIVERSITY-NAPAAM-TEZPUR","School of Engineering, Tezpur University, Napaam, Tezpur","UNIVERSITY","CORE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","75","KEEP_PUBLIC_CERTIFIED","Verified truth available"
"CORE-SCHOOL-OF-STUDIES-OF-ENGINEERING-AND-TECHNOLOGY-GURU-GHASIDAS-VISHWAVIDYALAYA-BILASPUR","School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur","OTHER","CORE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","75","KEEP_PUBLIC_CERTIFIED","Verified truth available"
"CORE-SHRI-MATA-VAISHNO-DEVI-UNIVERSITY-KATRA-JAMMU-KASHMIR","Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","UNIVERSITY","CORE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","75","KEEP_PUBLIC_CERTIFIED","Verified truth available"
"CORE-VISVESVARAYA-NATIONAL-INSTITUTE-OF-TECHNOLOGY-NAGPUR","Visvesvaraya National Institute of Technology, Nagpur","NIT","CORE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","25","KEEP_PUBLIC_LOW_TRUTH","Elite flagship but missing truth data (Action required)"
"Indian Institute of Engineering Science and Technology, Shibpur","Indian Institute of Engineering Science and Technology, Shibpur","OTHER","EXTERNAL","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","75","KEEP_PUBLIC_CERTIFIED","Verified truth available"
