cei_id,institution_name,category,state,district,university_affiliation,aishe_code,F_zscore,I_zscore,S_zscore,D_zscore,U_zscore,raw_composite,cei_score,competitiveness_band,verification_status
CEI-IN-E9303A985592,"Abhinav Education Society College of Engineering  & Technology, Vaddwadi,",College,Maharashtra,Satara,,C-11223,-0.33081910499065814,-0.6398881795128396,-0.4605045846983685,-0.3939195185015038,-0.7748855220580299,-1.6209479597841097,17.860949899324886,Emerging,VERIFIED
CEI-IN-324951CA8082,Directorate of Forensic Science (DFS),College,Gujarat,Gandhinagar,,C-13,-0.3844654463404946,0.3069579786849067,0.675488270657479,0.363239092301362,-1.0687119144185844,4.7534118019942975,61.58750838959296,Moderate,VERIFIED
CEI-IN-4456D7898186,"BHM First Grade College, Besagarahalli",College,Karnataka,Mandya,,C-17436,0.5811686979565616,-0.29674730269854716,-0.954962338827376,0.6463871410162545,0.6405110352492283,3.771085101927712,54.552094437206364,Moderate,VERIFIED
CEI-IN-25198B9DEAD3,"Navjeevan College of Computer Science, CIDCO, Shivshakti Chowk, Nashik 422009",College,Maharashtra,Nashik,,C-41560,-0.3844654463404946,0.38228897959275576,0.16808937767221452,0.5506883904386494,-0.9274481916757009,3.9571324880639533,55.9398318133365,Moderate,VERIFIED
CEI-IN-16B0BF32D57A,"KALPANA MAHAVIDYALAYA, VIJAIPUR",College,Uttar Pradesh,Fatehpur,,C-48921,-0.545404470390004,-0.4792345315965061,-0.8895176537779726,-0.04000834775365353,-0.8452167698207281,-2.668896020487561,12.98116783133957,Emerging,VERIFIED
CEI-IN-F6CDD453A09A,"Champa Devi Mahila Mahavidyalay, Jaunpur",College,Uttar Pradesh,Jaunpur,,C-52410,-0.6526971530896769,0.4625026057020575,0.8642477545781564,0.3884418322597003,-0.11996878187632372,5.486311499632402,66.54032926684827,Competitive,VERIFIED
CEI-IN-D90F8D6EF12E,"BABA BIHARILAL EDUCATIONAL INSTITUTE, AMADARVESHPUR",College,Uttar Pradesh,Ambedkar Nagar,,C-52827,-0.3844654463404946,-0.5887977945986576,-1.4945466105736611,-0.42889253757450596,-1.2648888661114481,-4.8750967452900085,5.904299419637569,Emerging,VERIFIED
CEI-IN-36D6CE76735A,THAKUR SHIVKUMARSINGH MEMORIAL POLYTECHNIC COLLEGE BURHANPUR,College,Madhya Pradesh,Burhanpur,,C-53504,-0.6526971530896769,-0.3194731790709817,0.28960280913875786,-0.21093308962767357,1.4632874894443277,2.084425219285398,42.153263058154685,Moderate,VERIFIED
CEI-IN-4424A4E8DE75,AZAD D.ED. TRAINING COLLEGE,College,West Bengal,Dakshin Dinajpur,,C-58398,-0.7063434944395133,-0.0357935183115886,0.73654296244481,-0.5457436585621012,1.6351538832123138,3.583429364781111,53.168305104820554,Moderate,VERIFIED
CEI-IN-9AD113FC2AAE,JAJBA TEACHER TRAINING COLLEGE,College,Bihar,Gaya,,C-59170,-0.7063434944395133,-0.8026800516281227,-1.3064552700807492,0.1621938211855883,-0.08838395791198987,-4.455230266173869,6.940660902522799,Emerging,VERIFIED
CEI-IN-DCA9308DF978,JCRE Global College,College,Manipur,Imphal West,,C-61603,-0.8672825184890227,-0.01775466092768895,-0.012807390026366973,-0.754438861483774,0.14202137468806644,-0.36937423526263097,24.84109123929093,Emerging,VERIFIED
CEI-IN-62DC67DC37F1,Awasthi Law College,College,Himachal Pradesh,Solan,,C-63863,-0.8672825184890227,-0.08119318068745157,-0.417964294067007,0.6965955514631831,1.4245340879657398,1.2766833349489644,36.12854830431521,Moderate,VERIFIED
CEI-IN-3C96791C3AC5,CRYSTAL INSTITUTE OF FIRE SAFETY,College,Gujarat,Mahisagar,,C-66234,-0.9209288598388592,0.17473073215758253,-0.07933912764796724,0.25467024938582006,0.5926988285316753,1.5067520046493195,37.81238896126969,Moderate,VERIFIED
CEI-IN-AA7CA9DB928B,"GOVERNMENT BED COLLEGE, MEGHRAJ",College,Gujarat,Arvalli,,C-6695,-0.06258739824147593,-0.19857406970773586,-0.2747400745342839,-0.48694637797308027,0.7208525085579645,2.1002128375758877,42.248016108018476,Moderate,VERIFIED
CEI-IN-800E69921414,SHREE UMA GIRLS COLLEGE,College,Gujarat,Surendranagar,,C-68223,-0.9209288598388592,1.0164224642032842,1.3426924954690287,-0.13122464055612787,-1.648606439089207,5.543121771258166,66.95092581625805,Competitive,VERIFIED
CEI-IN-AF561AD9C6B5,"JPE TRAINING COLLEGE, KOORKANCHERY",College,Kerala,Thrissur,,C-8223,0.42022967390705246,-0.5077813153101723,-0.9718820681788752,-0.30994472031952125,0.54344523099868,1.180727044166091,35.42579651782542,Moderate,VERIFIED
CEI-IN-AD5403C0ECA4,North Lakhimpur College (Autonomous),College,Assam,Lakhimpur,,C-8490,2.7270223519500196,0.5329758485904224,1.3801822160190802,0.2585711860083956,-0.7891575483956933,18.569956558568855,97.96675747167278,High,VERIFIED
CEI-IN-9181AEE4CB75,"S P M S EDUCATION COLLEGE, HARUGERI",College,Karnataka,Belagavi,,C-10026,-0.22352642229098516,-0.30780148972353116,-0.30986442789498225,-0.08440529569656872,1.5309968236399893,2.265737147263562,43.44624738442102,Moderate,VERIFIED
CEI-IN-53AA2E7C68E6,"P T E SOCIETY'S BCA/BBA  COLLEGE,  BELGAUM",College,Karnataka,Belagavi,,C-10034,-0.27717276364082155,-0.4931236767454791,0.3849136206535279,0.5420058660777652,0.6664417025122462,3.6175815440221206,53.43479805756248,Moderate,VERIFIED
CEI-IN-3D4563120BE1,"Vishwabharati First Grade COLLEGE, TURNUR-591123",College,Karnataka,Belagavi,,C-10039,0.5811686979565616,0.20332908826776885,-0.47828935066238026,0.042704902780685755,-0.7718413567171084,4.6090845686344295,60.58470527853449,Moderate,VERIFIED
CEI-IN-88F37811E6C4,"M E S'S BACHELOR OF PHYSICAL EDUCATION, MUDALGI",College,Karnataka,Belagavi,,C-10042,-0.3844654463404946,-1.367447931496491,-1.9417612973593645,-0.3834312219150572,1.7154083761943266,-6.005133581900646,3.5769276323581662,Emerging,VERIFIED
CEI-IN-D8C3DFD13419,"B.D.P.H.W. Association Mathoshri Ambavva Khed Arts,Commerce & Science  College Bijapur.",College,Karnataka,Vijayapura,,C-10068,0.6884613806562346,0.5622118349568347,0.2779367717074172,0.1337001896662197,-0.7004245031215418,8.236370862307691,81.17177938331557,Competitive,VERIFIED
CEI-IN-9AC21D77A1A7,"MUNI. ARTS & COMMERCE COLLEGE, UPLETA",College,Gujarat,Rajkot,,C-1010,2.2442052798014918,0.7372908034670899,0.9470048529882873,-0.0876956090060473,-0.1969133244619229,16.221256834730347,96.87512337636701,High,VERIFIED
CEI-IN-656BAE1B519B,"Govt. First Grade College, Magadi-562102",College,Karnataka,Bengaluru South,,C-20759,1.0103394287552534,0.2209985705835717,0.5527803677651761,1.1621386211628855,0.4834516796259742,11.441050760937442,90.95897982549647,High,VERIFIED
CEI-IN-8980CE5659C4,"Govt. First Grade College, Bangarpet-563114, Kolar Dist.",College,Karnataka,Kolar,,C-20816,0.9566930874054169,0.10216554634338319,0.077381430649685,0.032176290794953766,-0.9200942760494141,7.047564070028419,75.6346480319002,Competitive,VERIFIED
CEI-IN-3C022CDA8A6A,"Om Insti. Of Eng.& Technology, Junagadh 665",College,Gujarat,Junagadh,,C-210,-0.33081910499065814,0.38760124575454274,-0.12490013430037385,-0.31712823033733395,-1.6027227154725276,1.6963192622632712,39.10734730940818,Moderate,VERIFIED
CEI-IN-3A8AEED2EA8B,Shri Baba Mast Nath Institute of Management Studies and Research,College,Haryana,Rohtak,,C-28324,-0.3844654463404946,0.047353766925778674,0.19170346693807325,-0.6089061041678226,-1.4737551921339052,1.0911423549184973,34.81582375932725,Moderate,VERIFIED
CEI-IN-A4E8494C1370,"R.K. COLLEGE, GARH ROAD, KITHORE, MEERUT",College,Uttar Pradesh,Meerut,,C-28947,-0.43811178769033104,0.7676059563175899,0.9912765356501974,-0.20909848565891834,-0.23211477383756737,6.580552150057758,73.2223933041178,Competitive,VERIFIED
CEI-IN-45DFDF8A2B6E,Jawaharlal Nehru Medical College,College,Maharashtra,Wardha,,C-35088,-0.3844654463404946,-0.14290776465629176,-0.42221281726716775,0.17734959439544246,0.6002113711504491,1.5082431380791195,37.83015515811915,Moderate,VERIFIED
CEI-IN-C6F66ABA3D32,Dr. M.G.R. Engineering and College,College,Tamil Nadu,Thiruvallur,,C-36462,-0.3844654463404946,-0.9125520031386289,-0.4882001916255743,0.017515252117051076,0.836853035151196,-0.9017039664385078,21.668838090726044,Emerging,VERIFIED
CEI-IN-BF0218761E8E,Malda College,College,West Bengal,Malda,,C-42700,3.156193082748711,-1.404904969412258,-1.74324206306569,0.47117175828212565,0.7393205786156475,7.592134672435667,78.29760353744719,Competitive,VERIFIED
CEI-IN-1AA0C65A5118,"IDEAL SCHOOL OF ARCHITECTURE, GHAZIABAD",College,Uttar Pradesh,Ghaziabad,,C-46150,-0.3844654463404946,0.9937394207482553,2.4714984858648124,-0.20094403507864317,-0.3795540042668462,11.315187703585439,90.67274665403293,High,VERIFIED
CEI-IN-184E9AA54FE3,"FACULTY OF MANAGEMENT AND TECHNOLOGY, VARANASI",College,Uttar Pradesh,Varanasi,,C-47031,0.04470528445819717,-1.0393694416023544,-2.052690565223942,-0.02196790464946649,0.8046160223876239,-4.019723065107907,8.1882427257294,Emerging,VERIFIED
CEI-IN-E42E9A7AD485,"Shekhawati M.Ed. College, Dundlod",College,Rajasthan,Jhunjhunu,,C-52179,-0.27717276364082155,-0.3144884370075225,-0.43907512049436836,-0.86413965959076,0.6454170182041263,-0.012142596707622522,27.148722807848714,Moderate,VERIFIED
CEI-IN-771F76EB1F61,Murti Devi P.G. College,College,Rajasthan,Alwar,,C-55233,-0.22352642229098516,-0.9231773498994345,-1.4029937328531634,-0.2472173629699885,0.6831758956617024,-3.2951951644276836,10.600497453511785,Emerging,VERIFIED
CEI-IN-4555808940D3,NEW ERA COLLEGE,College,Karnataka,Bengaluru Urban,,C-60476,-0.8136361771391862,0.007202603143200314,-0.11760404279495631,-0.40043866794146804,-0.8449375705274601,-0.6503891139059085,23.184886888546725,Emerging,VERIFIED
CEI-IN-7D0E2DD7988B,"GOVINDAM T.T. COLLEGE,Palwas Road ,Sikar",College,Rajasthan,Sikar,,C-60805,-0.7599898357893498,0.6665830984830878,1.3692004066768069,-0.5603483248822316,-0.5028599375329489,5.477024328121796,66.46334241383394,Competitive,VERIFIED
CEI-IN-C615FB1EB384,DSSOP PHARMACY COLLEGE,College,Uttar Pradesh,Siddharthnagar,,C-61564,-0.8672825184890227,0.17124418328323618,1.4176937793653555,-0.11558192232485191,-0.3409711609148113,4.531838094258542,60.02013502309605,Moderate,VERIFIED
CEI-IN-56481E66AAB4,B585 SUNRISE DEGREE COLLEGE BIDAR,College,Karnataka,Bidar,,C-61756,-0.8672825184890227,0.39925763688942767,0.3631985883714302,0.09278549511574948,-1.0218249976300862,2.1051950573609455,42.28749654546172,Moderate,VERIFIED
CEI-IN-677F635DDB5F,GAUTAM BUDDH MAHAVIDYALAYA,College,Uttar Pradesh,Bareilly,,C-65391,-0.9209288598388592,0.4523638332340341,0.46624095304649615,-1.1465338981230275,1.0008936390389855,2.1855930693357957,42.85601484464448,Moderate,VERIFIED
CEI-IN-86D6674C812C,GOVERNMENT SCHOOL OF NURSING J.A. HOSPITAL GWALIOR,College,Madhya Pradesh,Gwalior,,C-67104,2.619729669250347,-0.8067818379887288,-0.8027579864172166,0.4458450738171053,1.0879887602167226,10.13213442752252,87.67618145209049,Competitive,VERIFIED
CEI-IN-A7BB67211269,"SBK COLLEGE OF NURSING,MUDDEBHIHAL",College,Karnataka,Vijayapura,,C-68732,-0.3844654463404946,-1.32989234669177,-2.9924370757481054,-0.6146323063829723,-1.6715902860991065,-11.587295227608553,0.1500256622843381,Emerging,VERIFIED
CEI-IN-5010AD22E37C,"230035-PSGVPS'S INSTITUTE OF MANAGEMENT, SHAHADA.",College,Maharashtra,Nandurbar,,C-8939,-0.3844654463404946,1.3497218268135238,2.3222399848702455,-0.39490041680918625,-0.74224880931964,11.392877389060294,90.84448655691105,High,VERIFIED
CEI-IN-539429D45BB4,A.V.HIRANI  COLLEGE OF JOURNALISM & PERFORMING ARTS-RAJKOT,College,Gujarat,Rajkot,,C-1001,0.5811686979565616,-0.05194183130351443,-0.06889085443502571,-0.5255210803406418,-1.0937100741772234,3.9784317723612523,56.10959769434245,Moderate,VERIFIED
CEI-IN-34EE4C8E44DC,"SMVSS SANGABASAVESHWARS DEGREE COLLEGE,  MASUTI KUDAGI",College,Karnataka,Vijayapura,,C-10012,-0.22352642229098516,-0.061353557391251076,0.38128129465912175,0.08532860086008427,0.46845955871811495,4.266445016966716,58.1882427257294,Moderate,VERIFIED
CEI-IN-69FAEA5DA773,"KUMUD BEN DURBAR COLLEGE OF BCA,  BIJAPUR",College,Karnataka,Vijayapura,,C-10024,-0.22352642229098516,0.7019038223614668,1.0656348712039574,0.42355981785835495,1.4513153578784155,9.483237198250908,85.71795175490544,Competitive,VERIFIED
CEI-IN-70E1B804D6E8,"L.K.KHOT ARTS COLLEGE, HEBBAL",College,Karnataka,Belagavi,,C-10033,0.5811686979565616,-0.6259157859692549,-1.1092844701167923,0.3863695511520285,-1.7182992595954851,0.29615370267453,29.25303012357377,Moderate,VERIFIED
CEI-IN-267545ED0FB7,"SHRI K M MAMANI GOVT. FIRST GRADE,  SAVADATTI",College,Karnataka,Belagavi,,C-10076,-0.22352642229098516,0.5457140826782908,0.3190497277157486,0.04904045691700752,-0.1699908829168519,5.300735734868424,65.30261755300248,Competitive,VERIFIED
CEI-IN-4BD0585E7111,"ANJUMAN - E - ISLAM'S ARTS & COMMERCE COLLEGE,  BELGAUM",College,Karnataka,Belagavi,,C-10098,1.0639857701050899,0.48681315827303945,1.2272389280587712,-0.49157216114103963,-1.5163337195120365,10.480438672040737,88.63555608196138,Competitive,VERIFIED
CEI-IN-F1E3F509E05F,"RAMAKRISHNA VIVEKANANDA BCA COLLEGE,  TIDAGUNDI",College,Karnataka,Vijayapura,,C-10100,-0.33081910499065814,0.1474590998358947,0.3476519981752406,-0.044230597496149174,0.8717278463329462,4.512054629768989,59.89577164514983,Moderate,VERIFIED
CEI-IN-1A821FA9509A,"ANNAPOORNA INSTITUTE OF MANAGEMENT RESEARCH, SANKESHWAR (PG)",College,Karnataka,Belagavi,,C-10131,-0.33081910499065814,0.0009897365058697135,0.3180558557084805,0.07951099219358379,-0.9642965332374552,2.804740221021503,47.38244699751274,Moderate,VERIFIED
CEI-IN-E59E13DFECBF,"S R KANTHI COLLEGE OF EDUCATION,  ILKAL",College,Karnataka,Bagalkote,,C-10132,0.9030467460555803,0.6720453576069706,1.4191058413315754,-0.010343403666890448,1.6792921429569132,13.993388838842591,95.00769868530143,High,VERIFIED
CEI-IN-8808F129F22B,Rani Birla Girls' College,College,West Bengal,Kolkata,,C-11928,2.2442052798014918,-0.8668334797421624,-0.9960486309887987,0.030440763537334204,0.6790634842676463,7.219724930326586,76.47755537131351,Competitive,VERIFIED
CEI-IN-6CB861C7F971,"S C T Institute of Technology, BANGALORE",College,Karnataka,Bengaluru Urban,,C-1375,0.09835162580803358,0.7315374149989118,1.0882981385464525,-0.3079981201530378,-0.5267720270721895,8.316475977220499,81.47183070788424,Competitive,VERIFIED
CEI-IN-FC6FC5195306,"Ramrati Rampyare Sanskrit Mahavidyalaya, Brahmapura, Chouri Choura",College,Uttar Pradesh,Gorakhpur,,C-20532,-0.27717276364082155,-0.6297352835373748,-0.6206511554016891,-1.6753947290183488,0.5790683328639203,-2.545807261299867,13.496387539973941,Emerging,VERIFIED
CEI-IN-7148D6E9AE22,"VIKAS DEGREE COLLEGE, RATHNAPUR (V), KAMANPUR",College,Telangana,Karimnagar,,C-21574,-0.27717276364082155,-0.1122279066371459,0.24325228806884164,-0.764085161820349,-0.7854937090672844,1.4684744445051146,37.54392198665561,Moderate,VERIFIED
CEI-IN-5EAB4F45C089,Institute of Seismological Research,College,Gujarat,Ahmedabad,,C-25986,-0.3844654463404946,1.1635863557316366,1.6425389802765777,-0.41300165806114664,-1.1833858097044714,8.671909158095243,82.90891863081843,Competitive,VERIFIED
CEI-IN-F7E4DE0FC807,Azad Degree College,College,Telangana,Hyderabad,,C-26165,0.15199796715787015,0.21911178449799834,0.7576826966988774,0.34097673662150374,-0.6312614531673411,6.954277053238122,75.13324647637096,Competitive,VERIFIED
CEI-IN-83DCF3C6FF5E,S.D. College Muzaffarnagar Mob.No.9412711425. 9897550514,College,Uttar Pradesh,Muzaffarnagar,,C-28665,2.887961375999529,0.6852691105142579,1.8783204338541422,1.0688649902946954,1.5554612697665198,23.78070677919285,98.87678155473962,Elite,VERIFIED
CEI-IN-383676D170FE,"SUNRISE INSTITUE OF EDUCATION & TECH K. K. ROAD, NEAR DADRI (G.B. NAGAR)",College,Uttar Pradesh,Gautam Buddha Nagar,,C-28847,-0.3844654463404946,-0.23005021227224617,-0.7311176020644523,-0.1674251657562074,0.4423648629508767,-0.1579865639334258,26.16171187176754,Moderate,VERIFIED
CEI-IN-66CE0AE042D1,Rani Durgawati College of Horticulture,College,Chhattisgarh,Bilaspur,,C-33300,0.04470528445819717,-0.034797267282532275,0.5403558463555123,0.8313553579985324,-0.9733067462614055,5.663077271056141,67.65959966836432,Competitive,VERIFIED
CEI-IN-25AEF6359832,Indira gandhi institute of development research,College,Maharashtra,Mumbai Suburban,,C-33514,-0.3844654463404946,0.6089945317802298,0.4305023087510131,-1.0641863020411966,0.6202936599939767,4.292483779615477,58.369852737968344,Moderate,VERIFIED
CEI-IN-4C5534474770,Master Education Society College of Arts  Science and Commerce  Nalasopara  Taluka Vasai Dist  Thane,College,Maharashtra,Thane,,C-34150,-0.3844654463404946,0.13073575165678541,0.8594976073979831,0.2234655338350922,0.49720813956281756,5.733749400720099,68.11757274270599,Competitive,VERIFIED
CEI-IN-F0E2C907E3D3,"Aditya Institute of Management & Research Centre, Telegaon Road.",College,Maharashtra,Beed,,C-34550,-0.3844654463404946,-0.33180124858841276,-0.5777978249974672,0.9939644086633119,0.43851876231520076,1.5309777306359535,38.00189506099728,Moderate,VERIFIED
CEI-IN-1D6935077307,Karuna Shikshan Prashikshan Mahavidhyalaya,College,Rajasthan,Hanumangarh,,C-36901,-0.16988008094114876,1.0043016744972297,1.5180851628603056,-0.07435650969834061,1.716690148231069,11.286657743732336,90.62537012910103,High,VERIFIED
CEI-IN-C0DA2F183A59,"Vinayak College, Dausa",College,Rajasthan,Dausa,,C-38373,-0.16988008094114876,-0.24080784854242931,0.3331021403319952,-0.0030387737479547782,-0.6504582531041511,2.8595590847744754,47.79699159066683,Moderate,VERIFIED
CEI-IN-0CB03E63B8D4,"BHAGWAT DUTT MAHAVIDYALAYA, AJHARA, PRATAPGARH",College,Uttar Pradesh,Pratapgarh,,C-42389,-0.22352642229098516,-0.37520529564575933,-0.6216357119675124,-0.09060979058607152,-0.4496706188324813,-0.2620228165658019,25.484622369615856,Moderate,VERIFIED
CEI-IN-43E3E193D682,"CHAUDHARY HARNAM SINGH MAHAVIDYALAYA, BHUTA",College,Uttar Pradesh,Bareilly,,C-45136,-0.33081910499065814,0.13277594986280572,-0.36949910394194035,-0.157775149220139,-1.0846759868624012,0.9133116569053996,33.61364443918038,Moderate,VERIFIED
CEI-IN-D370A4A84DF1,College of Dairy Science & Technology,College,Punjab,Ludhiana,,C-453,-0.3844654463404946,-1.4602499137175717,-2.1866010769949766,0.1956680342712374,0.04153840812808919,-7.40430511644506,1.8022819692842196,Emerging,VERIFIED
CEI-IN-2572D56FBE08,"M N COLLEGE OF NURSING, BIKANER",College,Rajasthan,Bikaner,,C-47071,-0.27717276364082155,-0.7420661241972397,-0.2532851564801545,-0.44812129586089827,0.22744013937808052,-0.48096397044416017,24.187689999605197,Emerging,VERIFIED
CEI-IN-D24B04197B93,ORENTAL B ED COLLEGE,College,Madhya Pradesh,Balaghat,,C-47350,-0.27717276364082155,-0.3356121344254866,-0.48119646592777415,-0.10545488648665652,-1.3118181772274204,-0.6297747199021362,23.336886572703225,Emerging,VERIFIED
CEI-IN-C1C931554B3C,"Thapasvi Degree College, Kubeer (V&M)",College,Telangana,Adilabad,,C-52568,-0.5990508117398404,0.8002171174454275,1.013535653226435,-0.07211600589415308,-0.04591152747523041,6.478791872603888,72.60649848000315,Competitive,VERIFIED
CEI-IN-870EC58F7BD9,"HEADWAY COLLEGE OF EDUCATION AND TECHNOLOGY, LAWAR",College,Uttar Pradesh,Meerut,,C-53208,-0.3844654463404946,-0.6895462708681913,-1.1591918541659894,-0.09933632427603327,-0.1848608119630706,-3.0018501317932444,11.686209483201074,Emerging,VERIFIED
CEI-IN-48B7BD52A1FA,SIDDARTHA DEGREE COLLEGE,College,Telangana,Karimnagar,,C-54792,-0.5990508117398404,-0.36066120290425385,-0.7468053236730617,0.020577018710484514,-0.9841564131675785,-2.1611800590743453,15.166410043823287,Emerging,VERIFIED
CEI-IN-587407F6895B,PRO. DEENANATH PANDEY MAHAVIDYALAYA,College,Uttar Pradesh,Banda,,C-56300,-0.7063434944395133,0.15043011220641161,0.16261431362007361,-0.2286631322595921,-1.542657995584383,0.6092591613414873,31.473804729756406,Moderate,VERIFIED
CEI-IN-E53AD607F556,"GOVT. NAVEEN COLLEGE, THELKADIH",College,Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,,C-60992,-0.8136361771391862,-1.194338134344159,-2.130829537498457,-0.08871414951202881,-0.8912450347736972,-9.12439154974927,0.6731414584073592,Emerging,VERIFIED
CEI-IN-CE289FC5B35E,B S BEd COLLEGE,College,Uttar Pradesh,Moradabad,,C-62019,-0.7063434944395133,1.2527992848675324,2.4971112725089757,-0.508006828216461,1.2057491395520976,11.738344454236303,91.56697856212247,High,VERIFIED
CEI-IN-790B047C40A7,SS COLLEGE OF PHARMACY,College,Uttar Pradesh,Mainpuri,,C-64977,-0.3844654463404946,-0.8921967298792718,-0.8486529882945885,-0.3905692670665727,-0.8828855340160409,-3.6576320164289977,9.30751312724545,Emerging,VERIFIED
CEI-IN-C1E2832727E6,B.L. PARAMEDICAL COLLEGE,College,Madhya Pradesh,Alirajpur,,C-66775,-0.8672825184890227,0.33947848706815753,0.6315860186160237,-0.17335451738832086,-0.6682068947354217,2.5653951023212316,45.653203837498516,Moderate,VERIFIED
CEI-IN-613DC16E67CD,LEELA DEVI COLLEGE OF PHARMACY,College,Chhattisgarh,Durg,,C-70758,-0.3844654463404946,0.29652838184336544,0.8109489783346345,0.8355166718520951,0.025666797793053454,6.547790128276444,73.03486122626238,Competitive,VERIFIED
CEI-IN-8F7888601C49,GOVERNMENT LAW COLLEGE DHAR,College,Madhya Pradesh,Dhar,,C-71287,-0.3844654463404946,-0.2674162465778245,-0.3073243526312641,0.7302994666130224,0.88001097511402,2.419924849586102,44.59118007027518,Moderate,VERIFIED
CEI-IN-7965017A22A3,"KLE SOCIETYS COMMERCE COLLEGE,  RAIBAG",College,Karnataka,Belagavi,,C-10066,-0.4917581290401675,-1.343874815880074,-2.516773444145094,0.005009273323438362,-0.4538056233776901,-8.979252487541194,0.7442062458052034,Emerging,VERIFIED
CEI-IN-0FA2B677C2BC,"K.R.C.E.S's S.B.Harkuni BBA College, Bailhongal",College,Karnataka,Belagavi,,C-10081,0.3129369912073794,0.18276827484192068,0.5061332592059797,-0.4619616676559944,1.528806072750332,7.286978854729342,76.84077539579138,Competitive,VERIFIED
CEI-IN-DD16A62CD978,RATHINAM SCHOOL OF BUSINESS AT TIPS GLOBAL (FORMERLY TIPS SCHOOL OF MANAGEMENT),College,Tamil Nadu,Coimbatore,,C-61961,-0.8136361771391862,-0.03482145634289183,0.24249465459167355,0.20269943994909217,0.12154941432661306,1.7412104837954407,39.45872320265308,Moderate,VERIFIED
CEI-IN-7EBA188E2737,"Laxmi Narayan Degree College, Pipilia",College,Odisha,Keonjhar,,C-10907,0.15199796715787015,0.031079565505822353,-0.11933923351474349,0.7566447670455232,0.31044424211665206,5.317857130069064,65.42895495282087,Competitive,VERIFIED
CEI-IN-914D9BB88F24,"Warana Mahavidyalaya, AITAWADE",College,Maharashtra,Sangli,,C-11154,0.15199796715787015,-0.0918046919561211,0.5366350510551573,0.0036617720562645293,-1.125260805560861,4.645461735647623,60.847250187532076,Moderate,VERIFIED
CEI-IN-79C9D2CB1780,"DAYANAND BACHHRAWAN DEGREE COLLEGE,",College,Uttar Pradesh,Rae Bareli,,C-12154,1.1712784528047628,0.02746417667426336,-0.3942520189991793,0.2154749212510628,-1.600796602049548,6.070688574472786,70.28307473646808,Competitive,VERIFIED
CEI-IN-4462AB2E206A,"SRI YAGYA NARAYAN PANDEY DEGREE COLLEGE, LALAPUR,",College,Uttar Pradesh,Prayagraj,,C-12565,-0.27717276364082155,-0.647740643272943,-1.1461515413632832,0.17747483824929833,0.9790593094710074,-1.2146064303759014,19.898140471396424,Emerging,VERIFIED
CEI-IN-93BC3E864C4A,"ADB First Grade College, Harpanahalli",College,Karnataka,Davanagere,,C-17737,1.6540955249532907,-0.8254793616350536,-0.7292726694626745,0.8442989975418445,-1.020971535783084,5.757166496466899,68.24588416439654,Competitive,VERIFIED
CEI-IN-856E1B798BA1,Durga Mahavidyalaya,College,Chhattisgarh,Raipur,,C-21825,2.7806686932998566,0.4121235360562455,1.3419200057022307,-0.3189721094145257,-1.098959978135583,17.30331105772451,97.48509613486517,High,VERIFIED
CEI-IN-FCB2A9383D42,Lakshmi  Bai College,College,Delhi,North West,,C-22466,2.0296199144021463,-0.8675469491974339,-1.0216161003872852,-0.21557481243654225,1.7152883866133546,6.821199708760053,74.46405306170793,Competitive,VERIFIED
CEI-IN-9ADC74488EE9,Acharya Shri Nanesh Samta Mahavidyalaya,College,Rajasthan,Chittorgarh,,C-25206,-0.1162337395913122,0.002795950785035625,-0.07177965644815894,-0.11109427177200233,0.4614080459076603,3.3418006923371406,51.47262031663311,Moderate,VERIFIED
CEI-IN-70AA33952D19,"Gowthami Degree College, Laxmidevipally, Kothagudem",College,Telangana,Khammam,,C-27352,0.04470528445819717,-0.7021353985255008,-1.2367391457606824,0.228922911922215,-0.11578382430088899,-1.2071344924326863,19.933672865095346,Emerging,VERIFIED
CEI-IN-4C2EF13A17BD,"Sri Ram College, Dalla",College,Punjab,Ludhiana,,C-29276,-0.008941056891639378,0.19367059475826406,-0.07148137619057096,-0.18213840125717015,-0.6603824152553384,3.3356000213979264,51.40945161672391,Moderate,VERIFIED
CEI-IN-731A49C463AB,"A.N.K. Degree College, Gorantla",College,Andhra Pradesh,Ananthapuramu,,C-30924,-0.3844654463404946,0.19227297001890098,0.4844746417536951,-0.18611405246138854,0.6470022652065122,4.455981618545073,59.467408898890596,Moderate,VERIFIED
CEI-IN-601201D9A985,Kishinchand Chellaram College Dinshaw Wachha Road  Churchgate Mumbai  400 020,College,Maharashtra,Mumbai,,C-33753,2.619729669250347,-1.1012884310595903,-1.3057751387600858,0.07230660747222777,1.1846695353594792,7.5028779777363015,77.88305894429311,Competitive,VERIFIED
CEI-IN-DB862370C0AF,Maulana Azad Education Society's Horniman College of Journalism & Mass Communication,College,Maharashtra,Chhatrapati Sambhajinagar,,C-34346,-0.3844654463404946,-0.26738381371174896,-0.20380614574113945,0.0947729135347376,0.8482318480124559,1.8177212498758963,40.03118954558016,Moderate,VERIFIED
CEI-IN-6C75BAF84B92,Jagannath Degree College,College,Odisha,Kalahandi,,C-40954,0.36658333255721565,-0.09956890413922019,0.580493472827805,-0.8287384381179568,0.6835129736868365,5.747098835850157,68.19850763946465,Competitive,VERIFIED
