id,stableKey,name,state,city,aisheCode,website_present,courses_present,fees_present,fees_verified,rankings_present,placements_present,seats_present,cutoffs_present,source_metadata_present,truth_grade,frontend_fee_visible,frontend_placement_visible,frontend_ranking_visible,num_courses,num_rankings,num_placement_fields,num_fee_fields,num_cutoffs,num_seats
"C-16598","C-16598","University College of Engineering, Tindivanam","Tamil Nadu","","C-16598","true","true","true","true","","true","","","true","official_verified","true","","","33","","1","6","",""
"C-16599","C-16599","Karpaga Vinayaga College of Engineering and Technology","Tamil Nadu","","C-16599","true","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-166","C-166","B and B Institute of Technology,Vallabh Vidhyanagar - GIA 604","Gujarat","","C-166","true","","true","true","true","","","","true","official_verified","true","","true","","1","","6","",""
"C-16602","C-16602","Kingston Engineering College","Tamil Nadu","","C-16602","true","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-16603","C-16603","Sri Krishna College of Engineering","Tamil Nadu","","C-16603","true","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-70833","C-70833","DAFFODIL COLLEGE OF AGRICULTURE AND TECHNOLOGY","Assam","","C-70833","","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-16604","C-16604","Sri Sivasubramaniya Nadar College of Engineering","Tamil Nadu","","C-16604","true","","true","true","true","","","","true","official_verified","true","","true","","1","","6","",""
"C-16606","C-16606","Sri Rangapoopathy College of Engineering","Tamil Nadu","","C-16606","true","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-15378","C-15378","SHRI LAL SINGH DEGREE COLLEGE, AGRA","Uttar Pradesh","","C-15378","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16608","C-16608","Prince Dr. K. Vasudevan College of Engineering & Technology","Tamil Nadu","","C-16608","true","true","true","true","","true","","","true","official_verified","true","","","24","","1","6","",""
"C-16609","C-16609","Prince Shri Venkateshwara Padmavathy Engineering College","Tamil Nadu","","C-16609","true","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-16610","C-16610","Arunai Engineering College","Tamil Nadu","","C-16610","true","true","true","true","","true","","","true","official_verified","true","","","96","","1","6","",""
"C-16611","C-16611","KCG College of Technology","Tamil Nadu","","C-16611","true","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-16613","C-16613","Ranippettai Engineering College","Tamil Nadu","","C-16613","true","true","true","true","","true","","","true","official_verified","true","","","90","","1","6","",""
"C-16614","C-16614","R.M.K Engineering College","Tamil Nadu","","C-16614","true","","true","true","","true","","","true","official_verified","true","","","","","7","6","",""
"C-16615","C-16615","Dhaanish Ahmed College of Engineering","Tamil Nadu","","C-16615","true","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-16616","C-16616","Vel Tech High Tech Dr.Rangarajan Dr.Sakunthala Engineering College","Tamil Nadu","","C-16616","true","true","true","true","","true","","","true","official_verified","true","","","66","","1","6","",""
"C-16617","C-16617","T.J. Institute of Technology","Tamil Nadu","","C-16617","true","","true","true","true","true","","","true","official_verified","true","","true","","1","8","6","",""
"C-16618","C-16618","Anand Institute of Higher Technology","Tamil Nadu","","C-16618","true","true","true","true","","true","","","true","official_verified","true","","","78","","1","6","",""
"C-15380","C-15380","CH. MULTAN SINGH COLLEGE OF EDUCATION, TUNDLA (FIROZABAD)","Uttar Pradesh","","C-15380","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16619","C-16619","T.J.S. Engineering College","Tamil Nadu","","C-16619","true","","true","true","","true","","","true","official_verified","true","","","","","7","6","",""
"C-16620","C-16620","Panimalar Engineering College","Tamil Nadu","","C-16620","true","true","true","true","","true","","","true","official_verified","true","","","60","","1","6","",""
"C-16622","C-16622","Rrase College of Engineering","Tamil Nadu","","C-16622","true","true","true","true","","true","","","true","official_verified","true","","","72","","1","6","",""
"C-16624","C-16624","SRM Valliammai Engineering College","Tamil Nadu","","C-16624","true","true","true","true","","true","","","true","official_verified","true","","","120","","1","6","",""
"C-16625","C-16625","Dhanalakshmi Srinivasan College of Engineering and Technology","Tamil Nadu","","C-16625","true","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-16626","C-16626","Rajalakshmi Engineering College","Tamil Nadu","","C-16626","true","true","true","true","","true","","","true","official_verified","true","","","270","","1","6","",""
"C-16627","C-16627","P.T. Lee Chengalvaraya Naicker College of Engineering and Technology","Tamil Nadu","","C-16627","true","true","true","true","","true","","","true","official_verified","true","","","66","","1","6","",""
"C-16632","C-16632","Columbia College of Pharmacy Raipur","Chhattisgarh","","C-16632","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16633","C-16633","Govt.Polytechnic, Janjgir Champa","Chhattisgarh","","C-16633","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16634","C-16634","Bhilai Institute of Technology Kendri, Raipur","Chhattisgarh","","C-16634","true","","true","true","true","","","","true","official_verified","true","","true","","1","","6","",""
"C-15381","C-15381","BHARTIYA KAPILMUNI DEGREE COLLEGE,KARPIYA,BEWAR MAINPURI","Uttar Pradesh","","C-15381","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16635","C-16635","Government Engineering College Koni, Bialspur.","Chhattisgarh","","C-16635","true","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-16638","C-16638","M M College of Technology NH-06, Umariya, P O Rewa Raipur","Chhattisgarh","","C-16638","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16639","C-16639","Rungta College of Engineering & Technology Kohka-Kurud Bhilai.","Chhattisgarh","","C-16639","true","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-16641","C-16641","Government Engineering College Raipur","Chhattisgarh","","C-16641","true","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-16642","C-16642","Institute of Technology Government Polytechnic Campus, Korba.","Chhattisgarh","","C-16642","true","","true","true","true","","","","true","official_verified","true","","true","","1","","6","",""
"C-16643","C-16643","Columbia Institute of Pharmacy Raipur","Chhattisgarh","","C-16643","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16644","C-16644","Christian College of Engineering and Technology Bhilai.","Chhattisgarh","","C-16644","true","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-16645","C-16645","Government Enginering College Dhrampura, Jagdalpur.","Chhattisgarh","","C-16645","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16647","C-16647","Siddhi Vinayak Institute of Technology & Science  (College of Pharmacy) Near Balram Talkies, Nehru Nagar","Chhattisgarh","","C-16647","true","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-16650","C-16650","Lakhmi Chand Institute of Technology Vidyasthali, Bilaspur.","Chhattisgarh","","C-16650","true","","true","true","true","","","","true","official_verified","true","","true","","1","","6","",""
"C-15382","C-15382","SRI LALA RAM MEMORIAL DEGREE COLLEGE, ALIGARH","Uttar Pradesh","","C-15382","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16652","C-16652","Shri Shankaracharya Institute of Professional Management & Technology Mujgahan","Chhattisgarh","","C-16652","true","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-16653","C-16653","Governement Polytechnic College Korea, Baikunthpur Korea","Chhattisgarh","","C-16653","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16656","C-16656","RSR Rungta College of Engineering & Technology Bhilai.","Chhattisgarh","","C-16656","true","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-16657","C-16657","Dignity College of Architecture anjora","Chhattisgarh","","C-16657","true","","true","","true","","","","true","legacy","true","","true","","1","","6","",""
"C-16658","C-16658","Bhilai Institute of Technology Durg","Chhattisgarh","","C-16658","true","","true","true","true","true","","","true","official_verified","true","","true","","1","8","6","",""
"C-16659","C-16659","Raipur Institute of Technology Chhatona, Mandir Hasaud,Raipur.","Chhattisgarh","","C-16659","true","","true","true","true","","","","true","official_verified","true","","true","","1","","6","",""
"C-16660","C-16660","B R P Govt. Polytechnic Dhamatari","Chhattisgarh","","C-16660","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16661","C-16661","Shri Shankaracharya Technical Campus Bhilai","Chhattisgarh","","C-16661","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16662","C-16662","Shri Shankaracharya Institute of Engineering & Technology Village Khapri,","Chhattisgarh","","C-16662","true","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-16663","C-16663","School of Pharmacy Chouksey Engineering College Bilaspur.","Chhattisgarh","","C-16663","true","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-15384","C-15384","ARYAN INSTT. OF MANAG. & COMP. STUDIES,AGRA","Uttar Pradesh","","C-15384","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16664","C-16664","Kirodimal Institute of Technology Garh Umaria Raigarh.","Chhattisgarh","","C-16664","true","","true","true","true","","","","true","official_verified","true","","true","","1","","6","",""
"C-16665","C-16665","College of Agribusiness Management","Uttarakhand","","C-16665","true","true","true","","","true","","","true","legacy","true","","","6","","1","6","",""
"C-16666","C-16666","College of Agriculture","Uttarakhand","","C-16666","true","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-16667","C-16667","College of Veterinary & Animal Sciences","Uttarakhand","","C-16667","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16668","C-16668","College of Fisheries","Uttarakhand","","C-16668","true","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-16669","C-16669","College of Forestry","Uttarakhand","","C-16669","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16670","C-16670","Colloge of Basic Sciences & Humanities","Uttarakhand","","C-16670","true","","true","","true","","","","true","legacy","true","","true","","1","","6","",""
"C-16671","C-16671","College of Post-Graduate Studies","Uttarakhand","","C-16671","true","true","true","","","true","","","true","legacy","true","","","11","","1","6","",""
"C-16672","C-16672","College of Home Science","Uttarakhand","","C-16672","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16673","C-16673","College of Technology","Uttarakhand","","C-16673","true","","true","true","","true","","","true","official_verified","true","","","","","6","6","",""
"C-15266","C-15266","BANSHIDHAR SHARDA DEVI MAHAVIDYALAYA ALIPUR KHERA MAINPURI","Uttar Pradesh","","C-15266","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-15385","C-15385","SHRI FAIAZ HUSSAIN (P.G) COLLEGE,NIDHAULI KALAN,ETAH","Uttar Pradesh","","C-15385","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16675","C-16675","H.P. University Regional Centre, Dharamshala","Himachal Pradesh","","C-16675","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16676","C-16676","School Of Law, HPU, Regional Centre, Dharamshala","Himachal Pradesh","","C-16676","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16677","C-16677","Salt Christian College of Teaacher Education","Nagaland","","C-16677","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16678","C-16678","Kohima Law College","Nagaland","","C-16678","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16680","C-16680","Sazolie College","Nagaland","","C-16680","true","true","true","","","true","","","true","legacy","true","","","6","","1","6","",""
"C-16681","C-16681","Public College of Commerce","Nagaland","","C-16681","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16683","C-16683","Patkai Christian College","Nagaland","","C-16683","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16684","C-16684","Bailey Baptist College","Nagaland","","C-16684","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16686","C-16686","St. Joseph's College","Nagaland","","C-16686","true","","true","true","true","","","","true","official_verified","true","","true","","1","","6","",""
"C-16687","C-16687","Alder College","Nagaland","","C-16687","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-15386","C-15386","SMT.ROSHAN KUVER KUSUM LATA DEGREE COLLEGE MORCHA ,FIROZABAD","Uttar Pradesh","","C-15386","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16688","C-16688","Japfu Christian College","Nagaland","","C-16688","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16689","C-16689","Peren College","Nagaland","","C-16689","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16690","C-16690","Bosco College of Teacher Education","Nagaland","","C-16690","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16691","C-16691","Yingli College","Nagaland","","C-16691","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16692","C-16692","Baptist College","Nagaland","","C-16692","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16693","C-16693","Modern College","Nagaland","","C-16693","true","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-16694","C-16694","Capital College of Higher Education","Nagaland","","C-16694","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16696","C-16696","Model Christian College","Nagaland","","C-16696","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16698","C-16698","Mount Olive College","Nagaland","","C-16698","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16699","C-16699","Pranabananda Women's College","Nagaland","","C-16699","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-15387","C-15387","SWAMI AVDUTANANAD MAHAVIDYALAYA BHAGYA NAGAR KHIRIYA,MAINPURI","Uttar Pradesh","","C-15387","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-167","C-167","PARUL INSTITUTE OF MANAGEMENT AND RESEARCH, VADODARA","Gujarat","","C-167","true","","true","","true","","","","true","legacy","true","","true","","1","","6","",""
"C-16702","C-16702","Phek Govt. College","Nagaland","","C-16702","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16703","C-16703","Zunheboto College","Nagaland","","C-16703","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16704","C-16704","Fazl Ali College","Nagaland","","C-16704","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16706","C-16706","Loyem Memorial College","Nagaland","","C-16706","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16710","C-16710","Sakus Mission College","Nagaland","","C-16710","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16712","C-16712","Pfutsero Government College","Nagaland","","C-16712","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16714","C-16714","St. Xavier's College","Nagaland","","C-16714","true","","true","true","true","","","","true","official_verified","true","","true","","1","","6","",""
"C-16716","C-16716","Immanuel College","Nagaland","","C-16716","true","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-16717","C-16717","Unity College","Nagaland","","C-16717","true","true","true","true","true","","","","true","official_verified","true","","true","12","1","","6","",""
"C-15388","C-15388","SHRI JAMADAR SINGH YADAV MAHAVIDHALAYA,MAINPURI","Uttar Pradesh","","C-15388","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16718","C-16718","City Law College","Nagaland","","C-16718","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16719","C-16719","Tuli College","Nagaland","","C-16719","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16720","C-16720","Eastern Christian College","Nagaland","","C-16720","true","true","true","","","true","","","true","legacy","true","","","6","","1","6","",""
"C-16721","C-16721","Kohima Science College","Nagaland","","C-16721","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16724","C-16724","Dimapur Govt College","Nagaland","","C-16724","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-56957","C-56957","Shri Ramswaroop Gangaprasad College NayaBans Tikathar Etah","Uttar Pradesh","","C-56957","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16727","C-16727","Mokokchung Law College","Nagaland","","C-16727","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16731","C-16731","City College of Arts & Commerce","Nagaland","","C-16731","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16732","C-16732","People's College","Nagaland","","C-16732","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16734","C-16734","Zisaji Presidency College","Nagaland","","C-16734","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-15389","C-15389","ADARSH JANTA MAHAVIDYALAYA GIROR ETAH","Uttar Pradesh","","C-15389","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16735","C-16735","Kros College","Nagaland","","C-16735","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16736","C-16736","Mount Tiyi College","Nagaland","","C-16736","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16737","C-16737","Regional Institute of E-Learning & Information Technology","Nagaland","","C-16737","true","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-16738","C-16738","Oriental College","Nagaland","","C-16738","true","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-16740","C-16740","Tetso College","Nagaland","","C-16740","true","true","true","","","true","","","true","legacy","true","","","18","","1","6","",""
"C-16741","C-16741","College of Arts and Technology","Nagaland","","C-16741","true","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-16742","C-16742","Salesian College of Higher Education","Nagaland","","C-16742","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16743","C-16743","Salt Christian College","Nagaland","","C-16743","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16745","C-16745","Saochang College","Nagaland","","C-16745","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16747","C-16747","SD Jain Girl's College","Nagaland","","C-16747","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-15390","C-15390","CH.RAM SINGH MAHAVIDYALAYA NAHAL AUTROLI ALIGARH","Uttar Pradesh","","C-15390","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16750","C-16750","Wangkhao Government College","Nagaland","","C-16750","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16753","C-16753","Kohima College","Nagaland","","C-16753","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16754","C-16754","IIFT KOLKATA","West Bengal","","C-16754","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16755","C-16755","Calorx Institute of Education","Gujarat","","C-16755","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16801","C-16801","Sri Dharmasthala Manjunatheshwara College, Ujire-574240, Belthangady","Karnataka","","C-16801","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16802","C-16802","L. C. R. Indian Degree College, Kakyapadavu, Post: Uli, Bantwal-574326, D.K.","Karnataka","","C-16802","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-17140","C-17140","Shikshan Mahavidyalaya","Assam","","C-17140","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16803","C-16803","Mangalore Institute of Fire and Safety Engineering, C.P. Complex, Pumpwell, Mangalore","Karnataka","","C-16803","true","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-16804","C-16804","Govt. College of Teacher Education, Mangalore - 575001","Karnataka","","C-16804","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16805","C-16805","Govt. First Grade College, Kushalnagar","Karnataka","","C-16805","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-15391","C-15391","MAA GAYTRI ARYA KANYA MAHAVIDYALAYA,JALESAR ETAH","Uttar Pradesh","","C-15391","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16811","C-16811","ST PHILOMENA COLLEGE, PHILONAGAR, DARBE, PUTTUR, D. K., 574202 KARNATAKA, INDIA","Karnataka","","C-16811","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16812","C-16812","Udupi Institute of Hotel & Tourism NH-17, Karavali Hotel Complex, Adiudupi-Udupi-576103","Karnataka","","C-16812","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16813","C-16813","Maps Evening College, Vyasanagar, Kadri Hills, Mangalore-4","Karnataka","","C-16813","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16814","C-16814","Sru Venkataraman Women's College, Karkala - 574104","Karnataka","","C-16814","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16817","C-16817","Dr. P. Dayananda Pai- P. Satisha Pai Government First Grade College, Car Street, Mangalore","Karnataka","","C-16817","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16818","C-16818","Milagres College, Falnir Road, Hampankatte, Mangalore","Karnataka","","C-16818","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16820","C-16820","Karavali College of Education, NH17, Near Kottara Chowki Junction, Mangalore-13","Karnataka","","C-16820","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16824","C-16824","Sri Narayanguru College, Kurdoli, Mangalore-575003","Karnataka","","C-16824","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16826","C-16826","Leelavathi Shetty College of Education Kavoor Junction, Mangalore","Karnataka","","C-16826","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16828","C-16828","St. Raymonds College, Vamanjoor, Mangalore-575028","Karnataka","","C-16828","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-15392","C-15392","ACN INSTITUTE FOR HIGHER EDUCATION, ALIGARH","Uttar Pradesh","","C-15392","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16829","C-16829","Govt. First Grade College, Haleyangady - 574237","Karnataka","","C-16829","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16830","C-16830","Nehru Memorial College, Kurunjibhag, Sullia-574239","Karnataka","","C-16830","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16831","C-16831","Mangalore Institute of Fashion Technology Tripthi Cimplex, Baipass Road, Kankanady, Mangalore-2","Karnataka","","C-16831","true","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-16832","C-16832","Sri Gokarnanatheshwara College of Education, Mangalore","Karnataka","","C-16832","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16833","C-16833","Besant Women's College, Mangalore-575003","Karnataka","","C-16833","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16834","C-16834","Rosario College of Management Studies, Cathedral, Mangalore-575001","Karnataka","","C-16834","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16836","C-16836","Sri Ramakrishna College, SRS Home Campus, Bunts Hostel Circle, Mangalore-3","Karnataka","","C-16836","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16837","C-16837","Space Applications Centre (ISRO) Industrial Area, Ambavadi Vistar P.O., Govt. of India, Ahmedabad - 380015","Gujarat","","C-16837","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16838","C-16838","Govt. First Grade College, Belthangady - 574214","Karnataka","","C-16838","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16840","C-16840","Madhava Pai Memorial College, Manipal","Karnataka","","C-16840","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-15393","C-15393","P.M.COLLEGE OF EDUCATION, KARSUA, ALIGARH","Uttar Pradesh","","C-15393","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16842","C-16842","Shree Devi College of Information Science, Ballalbagh, Mangalore","Karnataka","","C-16842","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16844","C-16844","Govt. First Grade College, Vamadapadavu, Bantwal","Karnataka","","C-16844","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16845","C-16845","Sri Premakanthi College of Education, Bhandarkar Complex, Mannagudda, Mangalore","Karnataka","","C-16845","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16846","C-16846","Pompei College, Talipady, Aikala Post, Kinnigoli-574141","Karnataka","","C-16846","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16847","C-16847","Bethani First Grade College, Nujibalthila, Puttur","Karnataka","","C-16847","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16848","C-16848","Beary's First Grade College, Kodi, Beach Road, Kundapura - 5","Karnataka","","C-16848","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16851","C-16851","Dr. G. Shankar Government Women's First Grade College and P.G. Study Centre, Ajjarkadu, Udupi","Karnataka","","C-16851","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16853","C-16853","Sri Durgaparameshwari Temple First Grade College, Kateel-574148","Karnataka","","C-16853","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16856","C-16856","Dr. K. Shivarama Karanth Govt. First Grade College, Bellare - 574212","Karnataka","","C-16856","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16857","C-16857","St. Ann's college of Education, Mangalore","Karnataka","","C-16857","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-15394","C-15394","RAM DAYAL RAM CHANDRA MAHAVIDHYALYA MALPUR, FARDPUR, MAINPURI","Uttar Pradesh","","C-15394","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16859","C-16859","Bhandarkr's Arts & Science College, Kundapura-576201","Karnataka","","C-16859","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16860","C-16860","Govt. First Grade College, Kota, Padukere, Kundapura, Udupi","Karnataka","","C-16860","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16861","C-16861","Father Muller's College, Mangalore","Karnataka","","C-16861","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16862","C-16862","Govt. First Grade College, Puttur","Karnataka","","C-16862","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16863","C-16863","School of Social Work, Roshni Nilaya, Mangalore","Karnataka","","C-16863","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16864","C-16864","Field Marshal K.M. Cariappa College, Madikeri","Karnataka","","C-16864","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16867","C-16867","Dr. T.M.A. Pai College of Education, Kunjibettu, Udupi - 576102","Karnataka","","C-16867","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16870","C-16870","Upendra Pai Memorial College, Kunjibettu, Udupi-576102","Karnataka","","C-16870","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16872","C-16872","University College, Mangalore","Karnataka","","C-16872","true","true","true","","","true","","","true","legacy","true","","","12","","1","6","",""
"C-16874","C-16874","B.D. Shetty College of Business Management, N.H.17, Goa Circle, Brahmavar-576213","Karnataka","","C-16874","","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-15267","C-15267","SRI SHANKAR SHIV MAHAVIDYALAYA PRATA PUR TUNDLA,FIROZABAD","Uttar Pradesh","","C-15267","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-15395","C-15395","SHRI S.S. MEMORIAL DEGREE COLLEGE,HATHRAS","Uttar Pradesh","","C-15395","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16875","C-16875","Govt. First Grade College,  Virajpete, Coorg Dist","Karnataka","","C-16875","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16876","C-16876","Sri Vivekananda College of Arts, Science & Commerce, Nehru Nagar, Puttur-574203","Karnataka","","C-16876","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-16878","C-16878","Government  First Grade College For Women, Balmatta, Mangalore","Karnataka","","C-16878","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-56315","C-56315","SMT NIRMALA DEVI MULAYAM SINGH MAHAVIDHYALAY DEVKARANPUR JALESAR ETAH","Uttar Pradesh","","C-56315","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
