id,stableKey,name,state,city,aisheCode,website_present,courses_present,fees_present,fees_verified,rankings_present,placements_present,seats_present,cutoffs_present,source_metadata_present,truth_grade,frontend_fee_visible,frontend_placement_visible,frontend_ranking_visible,num_courses,num_rankings,num_placement_fields,num_fee_fields,num_cutoffs,num_seats
"C-45812","C-45812","J.M. CHARITABLE TRUST (Inst. Code - 437),  KANYAKUMARI","Tamil Nadu","","C-45812","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-46247","C-46247","I.T.S ENGINEERING COLLEGE, GREATER NOIDA","Uttar Pradesh","","C-46247","true","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-46248","C-46248","ACCURATE INSTITUTE OF MANAGEMENT AND TECHNOLOGY, GREATER NOIDA","Uttar Pradesh","","C-46248","true","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-46249","C-46249","INNOVATIVE COLLEGE OF PHARMACY, GREATER NOIDA","Uttar Pradesh","","C-46249","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-46250","C-46250","DRONACHARYA GROUP OF INSTITUTIONS, GREATER NOIDA, G.B.NAGAR","Uttar Pradesh","","C-46250","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-46251","C-46251","NIMT INSTITUTE OF HOSPITAL AND PHARMA MANAGEMENT, GREATER NOIDA","Uttar Pradesh","","C-46251","true","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-46254","C-46254","NOIDA INSTITUTE OF ENGG. AND TECHNOLOGY, (MCA INSTITUTE ), GREATER NOIDA","Uttar Pradesh","","C-46254","true","","true","true","true","true","","","true","official_verified","true","","true","","1","8","6","",""
"C-46256","C-46256","GREATER NOIDA INSTITUTE OF TECHNOLOGY (MBA INSTITUTE), GREATER NOIDA","Uttar Pradesh","","C-46256","true","","true","true","true","","","","true","official_verified","true","","true","","1","","6","",""
"C-46257","C-46257","VISHVESWARYA INSTITUTE OF TECHNOLOGY, DADRI,GREATER NOIDA PHASE -II,G B NAGAR","Uttar Pradesh","","C-46257","true","","true","true","true","","","","true","official_verified","true","","true","","1","","6","",""
"C-46258","C-46258","B.B.S. INSTITUTE OF PHARMACUTICAL AND ALLIED SCIENCE, GREATER NOIDA","Uttar Pradesh","","C-46258","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-46259","C-46259","SPECTRUM INSTITUTE OF PHARMACEUTICAL SCIENCE AND RESEARCH, GREATER NOIDA","Uttar Pradesh","","C-46259","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-45813","C-45813","GOVERNMENT AYURVEDA MEDICAL COLLEGE AND HOSPITAL (Inst. Code - 347), KANNIYAKUMARI","Tamil Nadu","","C-45813","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-46261","C-46261","PRINCE INSTITUTE OF INNOVATIVE TECHNOLOGY, GREATER NOIDA, G.B. NAGAR","Uttar Pradesh","","C-46261","","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-46263","C-46263","SARVOTTAM INSTITUTE OF TECHNOLOGY AND MANAGEMENT,G. NOIDA","Uttar Pradesh","","C-46263","true","","true","true","true","","","","true","official_verified","true","","true","","1","","6","",""
"C-46264","C-46264","KCC INSTITUTE OF MANAGEMENT, GR.NOIDA","Uttar Pradesh","","C-46264","true","","true","","true","","","","true","legacy","true","","true","","1","","6","",""
"C-46268","C-46268","ACCURATE INSTITUTE OF ADVANCED MANAGEMENT, GREATER NOIDA","Uttar Pradesh","","C-46268","true","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-46270","C-46270","LLOYD SCHOOL OF MANAGEMENT STUDIES","Uttar Pradesh","","C-46270","true","true","true","","","true","","","true","legacy","true","","","6","","1","6","",""
"C-46272","C-46272","FMG ACADEMY GROUP OF INSTITUTIONS, GREATER NOIDA,GREATER NOIDA","Uttar Pradesh","","C-46272","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-46277","C-46277","ACCURATE INSTITUTE OF ARCHITERCTURE AND PANNING, GREATER NOIDA","Uttar Pradesh","","C-46277","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-46279","C-46279","MAHATMA GANDHI MISSION COLLEGE OF ENGINEERING AND TECHNOLOGY, NOIDA","Uttar Pradesh","","C-46279","true","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-46281","C-46281","HINDUSTAN COLLEGE OF SCIENCE AND TECHNOLOGY, FARAH, MATHURA","Uttar Pradesh","","C-46281","true","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-46282","C-46282","RAJEEV ACADEMY FOR PHARMACY, MATHURA","Uttar Pradesh","","C-46282","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-45814","C-45814","MELMARUVATHUR ADHIPARASAKTHI INSTITUTE OF MEDICAL SCIENCES AND RESEARCH (Inst. Code - 243), KANCHEEPURAM","Tamil Nadu","","C-45814","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-46283","C-46283","HINDUSTAN INSTITUTE OF MANAGEMENT AND COMPUTER STUDIES, FARAH, MATHURA","Uttar Pradesh","","C-46283","true","","true","true","true","","","","true","official_verified","true","","true","","1","","6","",""
"C-46284","C-46284","SACHDEVA INSTITUTE OF TECHNOLOGY, MATHURA","Uttar Pradesh","","C-46284","true","","true","true","true","","","","true","official_verified","true","","true","","1","","6","",""
"C-46285","C-46285","RAJEEV ACADEMY FOR TECHNOLOGY AND MANAGEMENT, MATHURA","Uttar Pradesh","","C-46285","true","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-46286","C-46286","ISHWARCHAND VIDYASAGAR INSTITUTE OF TECHNOLOGY, AKBARPUR, MATHURA.","Uttar Pradesh","","C-46286","true","","true","true","true","","","","true","official_verified","true","","true","","1","","6","",""
"C-46288","C-46288","SANJAY COLLEGE OF PHARMACY, MATHURA","Uttar Pradesh","","C-46288","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-46291","C-46291","ESHAN COLLEGE OF ENGINEERING, AGRA-MATHURA HIGHWAY, MATHURA","Uttar Pradesh","","C-46291","true","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-46292","C-46292","P.K. INSTITUTE OF TECHNOLOGY AND MANAGEMENT, BIRHANA, MATHURA","Uttar Pradesh","","C-46292","true","","true","true","true","","","","true","official_verified","true","","true","","1","","6","",""
"C-46294","C-46294","G.L. BAJAJ GROUP OF INSTITUTIONS, MATHURA","Uttar Pradesh","","C-46294","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-46296","C-46296","SHREE JEE BABA INSTITUTE OF PROFESSIONAL STUDIES, SEMARI CHATA, MATHURA","Uttar Pradesh","","C-46296","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-463","C-463","Shantilal Shah Pharmacy College (Diploma) 414","Gujarat","","C-463","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-45816","C-45816","KARPAGA VINAYAGA INSTITUTE OF MEDICAL SCIENCES AND RESEARCH CENTRE (Inst. Code - 336), KANCHEEPURAM","Tamil Nadu","","C-45816","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-46300","C-46300","UNNATI MANAGEMENT COLLEGE, DAULATPUR, FARAH, MATHURA","Uttar Pradesh","","C-46300","true","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-46301","C-46301","SANSKRITI INSTITUTE OF MANAGEMENT AND TECHNOLOGY,MATHURA.","Uttar Pradesh","","C-46301","true","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-46302","C-46302","EDIFY INSTITUTE OF MANAGEMENT AND TECHNOLOGY, MATHURA","Uttar Pradesh","","C-46302","true","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-46303","C-46303","SANSKRITI SCHOOL OF BUSINESS, MATHURA, MATHURA","Uttar Pradesh","","C-46303","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-46304","C-46304","SANSKRITI INSTITUTE OF HOTEL MANAGEMENT, MATHURA","Uttar Pradesh","","C-46304","true","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-46306","C-46306","HARDAYAL TECHNICAL CAMPUS MATHURA","Uttar Pradesh","","C-46306","true","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-46307","C-46307","AMANI GROUP OF INSTITUTIONS, AMROHA","Uttar Pradesh","","C-46307","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-46309","C-46309","DELHI SCHOOL OF PROFESSIONAL STUDIES AND RESEARCH, NORTH WEST DELHI","Delhi","","C-46309","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-46310","C-46310","ESI PGIMSR, ESI HOSPITAL, WEST DELHI","Delhi","","C-46310","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-46311","C-46311","MBS SCHOOL OF PLANNING AND ARCHITECTURE","Delhi","","C-46311","true","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-45819","C-45819","ANBU COLLEGE OF NURSING (Inst. Code - 320), KOMARAPALAYAM","Tamil Nadu","","C-45819","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-46312","C-46312","HOSKOTE MISSION INSTITUTE OF NURSING, BANGALORE","Karnataka","","C-46312","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-46313","C-46313","SHREE L R TIWARI COLLEGE OF ENGINEERING, THANE","Maharashtra","","C-46313","true","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-46314","C-46314","DR GAURI BRAHMANAND T T COLLEGE BALLOPUR","Bihar","","C-46314","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-46315","C-46315","SATI BHARAT COLLEGE PARARI","Bihar","","C-46315","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-46316","C-46316","SWAMI VIVEKANAND B ED T T COLLEGE BASUDEOPUR","Bihar","","C-46316","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-46317","C-46317","KIRAN T T COLLEGE DAHIVAT NAVRATTAN","Bihar","","C-46317","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-46318","C-46318","LUTAN JHA MAHAVIDYALAYA NANAUR JHANJHARPUR","Bihar","","C-46318","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-46319","C-46319","MADHEPUR T T COLLEGE MADHEPUR","Bihar","","C-46319","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-46320","C-46320","MITHILA T T COLLEGE BASUARA","Bihar","","C-46320","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-46321","C-46321","AL HASAN T T COLLEGE SAMASTIPUR","Bihar","","C-46321","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-45821","C-45821","J.K.K.MUNIRAJAH MEDICAL RESEARCH FOUNDATION, COLLEGE OF OCCUPATIONAL THERAPY (Inst. Code - 276),  NAMAKKAL","Tamil Nadu","","C-45821","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-46322","C-46322","Bibi Fatma Teachers' Training College","Bihar","","C-46322","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-46323","C-46323","RAMESHWAR LAXMI MAHTO TEACHERS TRAINING COLLEGE ROSERA","Bihar","","C-46323","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-46324","C-46324","DON BOSCO COLLEGE OF ENGINEERING, FATORDA, MARGAO","Goa","","C-46324","true","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-46325","C-46325","GOA COLLEGE OF HOSPITALITY AND CULINARY EDUCATION, CIDADE-DE-GOA","Goa","","C-46325","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-46326","C-46326","VIKAS PARISHAD MANDRE COLLEGE OF COMMERCE AND ECONOMICS, MANDHLAMANJ, MANDREM","Goa","","C-46326","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-46327","C-46327","SWAMI VIVEKANAND VIDYA PRASARAK MANDALS COLLEGE OF COMMERCE,","Goa","","C-46327","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-46328","C-46328","VIDYA PRABODHINI COLLEGE OF COMMERCE, EDUCATION, COMPUTER AND MANAGEMENT, VIDYANAGAR, ALTO PORVORIM","Goa","","C-46328","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-46329","C-46329","AGNEL INSTITUTE OF TECHNOLOGY AND DESIGN, ASSAGAO, BARDEZ","Goa","","C-46329","true","","true","true","true","","","","true","official_verified","true","","true","","1","","6","",""
"C-46330","C-46330","Manipal School of Architecture and Planning","Karnataka","","C-46330","true","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-46331","C-46331","MELAKA MANIPAL MEDICAL COLLEGE, MANIPAL","Karnataka","","C-46331","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-45773","C-45773","PRIYADARSHINI DENTAL COLLEGE & HOSPITAL (Inst. Code - 271), TIRUVALLUR","Tamil Nadu","","C-45773","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-45822","C-45822","J.K.K. MUNIRAJAH MEDICAL RESEARCH FOUNDATION, COLLEGE OF PHYSIOTHERAPY (Inst. Code - 103),  NAMAKKAL","Tamil Nadu","","C-45822","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-46332","C-46332","RUSTOMJEE BUSINESS SCHOOL","Maharashtra","","C-46332","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-46333","C-46333","COLLEGE OF AGRICULTURE, WAGHAI","Gujarat","","C-46333","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-46334","C-46334","COLLEGE OF AGRICULTURE, BHARUCH","Gujarat","","C-46334","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-46335","C-46335","Aspee Shakilam Biotechnology Institute","Gujarat","","C-46335","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-46336","C-46336","COLLEGE OF AGRICULTURAL ENGINEERING, DEDIAPADA","Gujarat","","C-46336","true","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-46337","C-46337","GOVENMENT HOME SCIENE COLLEGE, HASSAN","Karnataka","","C-46337","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-46340","C-46340","MASS COLLEGE OF ENGINEERING AND MANAGEMENT,MAHAMAYA NAGAR","Uttar Pradesh","","C-46340","true","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-46342","C-46342","KP ENGINEERING COLLEGE, AGRA","Uttar Pradesh","","C-46342","true","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-46343","C-46343","COLLEGE OF BUSINESS STUDIES, AGRA","Uttar Pradesh","","C-46343","true","true","true","","","true","","","true","legacy","true","","","6","","1","6","",""
"C-46344","C-46344","K.P. COLLEGE OF MANAGEMENT, AGRA","Uttar Pradesh","","C-46344","true","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-45823","C-45823","J.K.K NATARAJAH DENTAL COLLEGE & HOSPITAL (Inst. Code - 022), NAMAKKAL","Tamil Nadu","","C-45823","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-46346","C-46346","ALIGARH COLLEGE OF ENGINEERING AND TECHNOLOGY, ALIGARH","Uttar Pradesh","","C-46346","true","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-46347","C-46347","VIVEKANAND COLLEGE OF TECHNOLOGY AND MANAGEMENT, ALIGARH","Uttar Pradesh","","C-46347","true","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-46348","C-46348","INSTITUTE OF TECHNOLOGY MANAGEMENT, ALIGARH","Uttar Pradesh","","C-46348","true","","true","true","true","true","","","true","official_verified","true","","true","","1","8","6","",""
"C-46349","C-46349","MAHARSHI DAYANAND MAHAVIDYALAYA SISWALI, BARAN","Rajasthan","","C-46349","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-46350","C-46350","MATA BHAGWATI DEVI DEV SANSKRITI MAHILA MAHAVIDYALAYA SISWALI, BARAN","Rajasthan","","C-46350","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-46351","C-46351","BABU BANARASIDAS INSTITUTE OF ENGINEERING TECHNOLOGY AND RESEARCH CENTRE, BULANDSHAHAR","Uttar Pradesh","","C-46351","true","","true","true","true","true","","","true","official_verified","true","","true","","1","8","6","",""
"C-46352","C-46352","PANDIT DEENDAYAL UPADHYAY MAHILA T T COLLEGE BAPJI NAGAR, BARAN","Rajasthan","","C-46352","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-46353","C-46353","GOVT LAW COLLEGE, BUNDI","Rajasthan","","C-46353","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-46355","C-46355","PATAN GIRLS COLLEGE KESHORAIPATAN, BUNDI","Rajasthan","","C-46355","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-46357","C-46357","RAMDULARI T T COLLEGE HINDAUNCITY","Rajasthan","","C-46357","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-45824","C-45824","SREE MOOKAMBIKA INSTITUTE OF DENTAL SCIENCES (Inst. Code - 203),  KANNIYAKUMARI","Tamil Nadu","","C-45824","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-46359","C-46359","SMT INDIRA GANDHI PRIYA DARSHANI HINDAUNCITY","Rajasthan","","C-46359","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-46360","C-46360","SHRI GOPI CHAND INSTITUTE OF TECHNOLOGY AND MANAGEMENT, BAGHPAT","Uttar Pradesh","","C-46360","true","","true","true","true","","","","true","official_verified","true","","true","","1","","6","",""
"C-46362","C-46362","AANASAGAR MAHILA T T COLLEGE RANGBARI, KOTA","Rajasthan","","C-46362","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-46365","C-46365","EXCELLENT LAW COLLEGE NAYAGAON BORABAS RAWATBHATA ROAD, KOTA","Rajasthan","","C-46365","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-46367","C-46367","LZEBRA GIRLS COLLEGE 121 SHASTRI NAGAR, KOTA","Rajasthan","","C-46367","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-46368","C-46368","MAHARSHI GAUTAM T T COLLEGE VIR SAVARKAR NAGAR, KOTA","Rajasthan","","C-46368","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-46369","C-46369","ARYABHATT COLLEGE OF MANAGEMENT AND TECHNOLOGY, BAGHPAT","Uttar Pradesh","","C-46369","true","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-46370","C-46370","JAG MOHAN INSTITUTE OF MANAGEMENT AND TECHNOLOGY, BAGHPAT","Uttar Pradesh","","C-46370","true","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-46371","C-46371","UMA SHIV T T COLLEGE BASANT VIHAR, KOTA","Rajasthan","","C-46371","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-46374","C-46374","VIVEK COLLEGE OF MANAGEMENT AND TECHNOLOGY, BIJNORE","Uttar Pradesh","","C-46374","true","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-45825","C-45825","SRI RAMAKRISHNA COLLEGE OF NURSING (Inst. Code - 496), KANNIYAKUMARI","Tamil Nadu","","C-45825","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-46375","C-46375","ACHARYA NANESH T T COLLEGE ALANPUR, SAWAIAMDHOPUR","Rajasthan","","C-46375","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-46376","C-46376","ANAND SHIKSHAK PRASHIKSHAKN MAHAVIDHYALAYA","Rajasthan","","C-46376","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-46377","C-46377","JAMWAI KANYA MAHAVIDHYALAYA BAL MANDIR COLONY, SAWAIMADHOPUR","Rajasthan","","C-46377","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-46378","C-46378","MAHARAJA HAMMIR COLLEGE BAL MANDIR COLONY, SAWAIMADHOPUR","Rajasthan","","C-46378","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-46379","C-46379","MARATHWADA INSTITUTE OF TECHNOLOGY, BULANDSHAHAR","Uttar Pradesh","","C-46379","true","","true","true","true","","","","true","official_verified","true","","true","","1","","6","",""
"C-46380","C-46380","THAKUR MADAN SINGH COLLEGE BAL MANDIR COLONY, SAWAIMADHOPUR","Rajasthan","","C-46380","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-46381","C-46381","JAIN DIWAKAR KAMALA MAHAVIDYALAYA, KOTA","Rajasthan","","C-46381","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-46383","C-46383","BRAHMANAND INSTITUTE OF RESEARCH TECHNOLOGY AND MANAGEMENT, BULANDSHAHAR","Uttar Pradesh","","C-46383","true","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-46384","C-46384","INDERPRASTHA ENGINEERING COLLEGE, GHAZIABAD","Uttar Pradesh","","C-46384","true","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-46385","C-46385","RAJ KUMAR GOEL INSTITUTE OF TECHNOLOGY, GHAZIABAD","Uttar Pradesh","","C-46385","true","","true","true","true","","","","true","official_verified","true","","true","","1","","6","",""
"C-45835","C-45835","KABIGURU RABINDRANATH COLLEGE OF EDUCATION, COOCHBEHAR","West Bengal","","C-45835","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-46386","C-46386","BABU BANARASI DAS INSTITUTE OF TECHNOLOGY, GHAZIABAD","Uttar Pradesh","","C-46386","true","","true","true","true","","","","true","official_verified","true","","true","","1","","6","",""
"C-46388","C-46388","SARASWATI INSTITUTE OF ENGINEERING AND TECHNOLOGY, HAPUR","Uttar Pradesh","","C-46388","true","","true","true","true","true","","","true","official_verified","true","","true","","1","8","6","",""
"C-46389","C-46389","D.S. INSTITUTE OF TECHNOLOGY AND MANAGEMENT, GHAZIABAD","Uttar Pradesh","","C-46389","true","true","true","true","true","true","","","true","official_verified","true","","true","48","1","8","6","",""
"C-46390","C-46390","MAHARAJA AGRASAIN INSTITUTE OF TECHNOLOGY, GHAZIABAD","Uttar Pradesh","","C-46390","true","","true","true","true","","","","true","official_verified","true","","true","","1","","6","",""
"C-46391","C-46391","Raj Kumar Goel Institute of Technology &  Management,Ghaziabad","Uttar Pradesh","","C-46391","true","","true","true","true","true","","","true","official_verified","true","","true","","1","8","6","",""
"C-46392","C-46392","RISHI CHADHA VISVAS GIRLS INSTITUTE OF TECHNOLOGY FOR WOMEN, GHAZIABAD","Uttar Pradesh","","C-46392","true","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-46393","C-46393","MODINAGAR INSTITUTE OF TECHNOLOGY, GHAZIABAD","Uttar Pradesh","","C-46393","true","","true","true","true","true","","","true","official_verified","true","","true","","1","8","6","",""
"C-46394","C-46394","OXFORD COLLEGE OF PHARMACY, GHAZIABAD","Uttar Pradesh","","C-46394","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-46395","C-46395","ARYAN INSTITUTE OF TECHNOLOGY, GHAZIABAD","Uttar Pradesh","","C-46395","true","","true","true","true","true","","","true","official_verified","true","","true","","1","8","6","",""
"C-46396","C-46396","K.S. JAIN INSTITUTE OF ENGINEERING AND TECHNOLOGY, GHAZIABAD","Uttar Pradesh","","C-46396","true","","true","true","true","true","","","true","official_verified","true","","true","","1","8","6","",""
"C-45836","C-45836","GOVERNMENT COLLEGE, THANAGAZI","Rajasthan","","C-45836","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-46398","C-46398","TRIDENT EDUCATION TRUS S GROUP OF INSTITUTIONS AND FACULTY OF ENGINEERING, GHAZIABAD","Uttar Pradesh","","C-46398","true","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-46399","C-46399","RD FOUNDATIONS S GROUP OF INSTITUTIONS AND FACULTY OF MANAGEMENT, GHAZIABAD","Uttar Pradesh","","C-46399","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-464","C-464","Shri B. M. Shah College Of Pharmacy (Diploma), Modasa 415","Gujarat","","C-464","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-46400","C-46400","KRISHNA MANAGEMENT COLLEGE, GHAZIABAD","Uttar Pradesh","","C-46400","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-46401","C-46401","RSD ACADEMY COLLEGE OF MANAGEMENT AND TECHNOLOGY, MORADABAD","Uttar Pradesh","","C-46401","true","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-46402","C-46402","KOTHIWAL INSTITUTE OF TECHNOLOGY AND PROFESSIONAL STUDIES, MORADABAD","Uttar Pradesh","","C-46402","true","","true","true","true","","","","true","official_verified","true","","true","","1","","6","",""
"C-46404","C-46404","ROORKEE ENGINEERING AND MANAGEMENT TECHNOLOGY INSTITUTE, MUZAFARNAGAR","Uttar Pradesh","","C-46404","true","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-46405","C-46405","DOON COLLEGE OF ENGINEERING AND TECHNOLOGY, SAHARANPUR","Uttar Pradesh","","C-46405","","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-46406","C-46406","INDRAPRASTHA INSTITUTE OF MANAGEMENT AND TECHNOLOGY, SAHARANPUR","Uttar Pradesh","","C-46406","true","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-46407","C-46407","INSTITUTE OF MANAGEMENT STUDIES, SAHARANPUR","Uttar Pradesh","","C-46407","true","","true","","true","","","","true","legacy","true","","true","","1","","6","",""
"C-45839","C-45839","Sri Vikasa College of Education, Theni","Tamil Nadu","","C-45839","true","","true","","","true","","","true","legacy","true","","","","","1","5","",""
"C-46410","C-46410","MANGALMAY INSTITUTE OF ENGINEERING AND TECHNOLOGY, GREATER NOIDA","Uttar Pradesh","","C-46410","true","","true","true","true","true","","","true","official_verified","true","","true","","1","8","6","",""
"C-46411","C-46411","B S A COLLEGE OF ENGINEERING AND TECHNOLOGY, MATHURA","Uttar Pradesh","","C-46411","true","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-46413","C-46413","P.K. INSTITUTE OF TECHNOLOGY AND MANAGEMENT, MATHURA","Uttar Pradesh","","C-46413","true","","true","true","true","","","","true","official_verified","true","","true","","1","","6","",""
"C-46414","C-46414","MEERUT INSTITUTE OF ENGINEERING AND TECHNOLOGY, MEERUT","Uttar Pradesh","","C-46414","true","","true","true","true","true","","","true","official_verified","true","","true","","1","10","6","",""
"C-46415","C-46415","COLLEGE OF ENGINEERING AND RURAL TECHNOLOGY, MEERUT","Uttar Pradesh","","C-46415","true","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-46416","C-46416","IAMR COLLEGE OF ENGINEERING, MEERUT","Uttar Pradesh","","C-46416","","","true","true","","true","","","true","official_verified","true","","","","","1","6","",""
"C-46417","C-46417","IIMT INSTITUTE OF ENGINEERING AND TECHNOLOGY, MEERUT","Uttar Pradesh","","C-46417","","","true","true","true","true","","","true","official_verified","true","","true","","1","8","6","",""
"C-46418","C-46418","KISHAN INSTITUTE OF ENGINEERING AND TECHNOLOGY, MEERUT","Uttar Pradesh","","C-46418","true","","true","true","true","true","","","true","official_verified","true","","true","","1","8","6","",""
"C-46419","C-46419","NEELKANTH INSTITUTE OF TECHNOLOGY, MEERUT","Uttar Pradesh","","C-46419","true","","true","true","true","","","","true","official_verified","true","","true","","1","","6","",""
"C-46420","C-46420","RISHI INSTITUTE OF ENGINEERING AND TECHNOLOGY, MEERUT","Uttar Pradesh","","C-46420","true","","true","true","true","true","","","true","official_verified","true","","true","","1","8","6","",""
