cei_id,institution_name,category,state,district,university_affiliation,source_year,verification_status,aishe_code,naac_grade,established_year
CEI-IN-D77BBBCE4A63,Ramadhin Sanskrit College,College,Odisha,Ganjam,,2020-21,VERIFIED,C-44078,,1958
CEI-IN-F39B04588AE8,Jadunath Sanskrit College,College,Odisha,Angul,,2020-21,VERIFIED,C-44081,,1984
CEI-IN-123EE6A00025,Damodar Sanskrit College,College,Odisha,Bhadrak,,2020-21,VERIFIED,C-44103,,1984
CEI-IN-0C8C44FB5A14,"Model Engineering College,Thrikkakkara",College,Kerala,Ernakulam,,2020-21,VERIFIED,C-44109,,1989
CEI-IN-6A3A895E7E6C,Maa Ashapura College of Education,College,Gujarat,Kachchh,,2020-21,VERIFIED,C-44181,,2004
CEI-IN-FBF5468FD60B,Smt. Kamlaben Gambhirchand Shah Law School,College,Maharashtra,Mumbai,,2020-21,VERIFIED,C-44204,,2009
CEI-IN-A84D445E1BE8,Shri Siddheshwar Deosthan's,College,Maharashtra,Solapur,,2020-21,VERIFIED,C-44262,,1998
CEI-IN-E3DDA567E679,Gandhi Gram Women's B.Ed. College,College,Maharashtra,Wardha,,2020-21,VERIFIED,C-44289,,2006
CEI-IN-6B2F08F4F247,Maniben Nanavati Women's College,College,Maharashtra,Mumbai Suburban,,2020-21,VERIFIED,C-44338,,1972
CEI-IN-9AE3A799C2FF,"R. S. MORE COLLEGE, GOVINDPUR, DHANBAD",College,Jharkhand,Dhanbad,,2020-21,VERIFIED,C-44386,,1959
CEI-IN-91D647EDE8A1,"LANGTA BABA COLLEGE, MIRZAGANJ, GIRIDIH",College,Jharkhand,Giridih,,2020-21,VERIFIED,C-44388,,1983
CEI-IN-0A6DDDF910F8,"JHARKHAND VIDHI MAHAVIDAYALAYA, JHUMRI TELAIYA",College,Jharkhand,Koderma,,2020-21,VERIFIED,C-44434,,2002
CEI-IN-FDFA1DAD2FAB,"R. V. S. COLLEGE, CHAS, BOKARO",College,Jharkhand,Bokaro,,2020-21,VERIFIED,C-44440,,1982
CEI-IN-F7B666940DE2,"Lourdes Matha Institute of Hotel Management  and Catering Technology, Kuttichal, Thiruvananthapuram",College,Kerala,Thiruvananthapuram,,2020-21,VERIFIED,C-44465,,2004
CEI-IN-6F2A42A21420,"Viveka College of Education, Vaddesangam",College,Andhra Pradesh,Prakasam,,2020-21,VERIFIED,C-44487,,2007
CEI-IN-3E46B0D1216F,"Late Dadasaheb Patil College of Agriculture, Dahegaon, Tal. Vaijapur",College,Maharashtra,Chhatrapati Sambhajinagar,,2020-21,VERIFIED,C-44505,,2002
CEI-IN-C8D24A36A4E1,"College of Food Technology, Udgir",College,Maharashtra,Latur,,2020-21,VERIFIED,C-44527,,2010
CEI-IN-0EA3296E6CB5,"COLLEGE OF RURAL HOME SCIENCE,DHARWAD",College,Karnataka,Dharwad,,2020-21,VERIFIED,C-44537,,1974
CEI-IN-5FAEEDDF54F9,"SMT. SUMITRABAI ANDHARE COLLEGE OF AGRICULTURE, SHIRLA",College,Maharashtra,Akola,,2020-21,VERIFIED,C-44541,,2010
CEI-IN-6529AB1A2EB2,"S.V.I. COLLEGE OF HORTICULTURE, JALGAON JAMOD",College,Maharashtra,Buldhana,,2020-21,VERIFIED,C-44543,,2009
CEI-IN-4BD5F2D2BB57,"POST GRADUATE INSTITUTE, AKOLA",College,Maharashtra,Akola,,2020-21,VERIFIED,C-44566,,1970
CEI-IN-9606ECCDE3BB,SYAMSUNDAR COLLEGE,College,West Bengal,Purba Bardhaman,,2020-21,VERIFIED,C-44639,,1948
CEI-IN-AAFC7DF4020F,Rabindra Mahavidyalaya,College,West Bengal,Hooghly,,2020-21,VERIFIED,C-44647,,1971
CEI-IN-BC1FE5707461,Durgapur Institute of Legal Studies,College,West Bengal,Paschim Bardhaman,,2020-21,VERIFIED,C-44649,,2006
CEI-IN-00BA7C032BDC,Bejoy Narayan Mahavidyalaya,College,West Bengal,Hooghly,,2020-21,VERIFIED,C-44658,,1950
CEI-IN-B4EC47A6B135,Bengal Institute of Science & Technology,College,West Bengal,Purulia,,2020-21,VERIFIED,C-44661,,2001
CEI-IN-1D046C5AF4EE,PATTAMMAL ALAGESAN COLLEGE OF ARTS AND SCIENCE,College,Tamil Nadu,Chennai,,2020-21,VERIFIED,C-43944,,2000
CEI-IN-397828F188ED,SRI MUTHUKUMARAN ARTS AND SCIENCE COLLEGE,College,Tamil Nadu,Kancheepuram,,2020-21,VERIFIED,C-43976,,2001
CEI-IN-E2109BDD7AA5,SRI AHOBILA MUTH SANSKRIT COLLEGE,College,Tamil Nadu,Chengalpattu,,2020-21,VERIFIED,C-43984,,1942
CEI-IN-325D51AB7B68,"College of Forestry, Vellanikkara",College,Kerala,Thrissur,,2020-21,VERIFIED,C-44033,,1986
CEI-IN-2FEA7DBAEDA2,Sewnarayan Rameswar Fatepuria  College,College,West Bengal,Murshidabad,,2020-21,VERIFIED,C-44050,,1965
CEI-IN-BC171E2C4B1C,Jaiaganj Institute of Education & Training,College,West Bengal,Murshidabad,,2020-21,VERIFIED,C-44052,,2009
CEI-IN-E02074FA1047,Sri Rama Chandra Sanskrit College,College,Odisha,Balasore,,2020-21,VERIFIED,C-44058,,1984
CEI-IN-708972B939FD,Bholanath Sanskrit College,College,Odisha,Mayurbhanj,,2020-21,VERIFIED,C-44087,,1990
CEI-IN-BD8DBD0C8EB9,Shymarai Sanskrit College,College,Odisha,Balasore,,2020-21,VERIFIED,C-44091,,1993
CEI-IN-FB37394BC40C,Swayam Siddhi Mitra Sangh's College of Education,College,Maharashtra,Thane,,2020-21,VERIFIED,C-44125,,2004
CEI-IN-8E1AF38CCCA9,Mohammmad Ali Johar Women's College of Education,College,Maharashtra,Chhatrapati Sambhajinagar,,2020-21,VERIFIED,C-44136,,2006
CEI-IN-30603B78DA4F,Bhagwan Shikshan Prasarak Mandal's,College,Maharashtra,Chhatrapati Sambhajinagar,,2020-21,VERIFIED,C-44147,,2000
CEI-IN-219DDE53C00A,Aishabai College of Education,College,Maharashtra,Mumbai,,2020-21,VERIFIED,C-44149,,2005
CEI-IN-B24C8930A0A1,Janata Shikshan Prasarak Mandal Women's B.Ed. College,College,Maharashtra,Chhatrapati Sambhajinagar,,2020-21,VERIFIED,C-44156,,2006
CEI-IN-7343AE01B03A,West Khandesh Bhagini Seva Mandal's Arts and Commerce College for Women,College,Maharashtra,Dhule,,2020-21,VERIFIED,C-44299,,1983
CEI-IN-602778C2856B,"Govt. Homoeopathic Medical College & Hospital, Godda",College,Jharkhand,Godda,,2020-21,VERIFIED,C-44375,,2002
CEI-IN-1B7872B4B3E0,"B.D.A. COLLEGE, PICHRI, BOKARO",College,Jharkhand,Bokaro,,2020-21,VERIFIED,C-44389,,1985
CEI-IN-C0368D58B3A6,"GRIZZLY COLLEGE OF EDUCATION, JHUMRI TELAIYA",College,Jharkhand,Koderma,,2020-21,VERIFIED,C-44411,,2009
CEI-IN-75C3742800A4,"ANNADA COLLEGE,  HAZARIBAG",College,Jharkhand,Hazaribagh,,2020-21,VERIFIED,C-44391,,1979
CEI-IN-F791E74E09EF,"BOKARO MAHILA MAHAVIDYALAYA, BOKARO",College,Jharkhand,Bokaro,,2020-21,VERIFIED,C-44418,,1976
CEI-IN-B24302D094CA,"B. S. K. COLLEGE, MAITHON, DHANBAD",College,Jharkhand,Dhanbad,,2020-21,VERIFIED,C-44425,,1966
CEI-IN-43EC0ED309AF,"ADARSH COLLEGE, RAJDHANWAR, GIRIDIH",College,Jharkhand,Giridih,,2020-21,VERIFIED,C-44452,,1973
CEI-IN-9E0E298ABCAE,"SARIYA COLLEGE, SURIYA",College,Jharkhand,Giridih,,2020-21,VERIFIED,C-44460,,1984
CEI-IN-B813C40FDF16,"Sawai Madhopur College of Engineering and Technology, Sawai Madhopur",College,Rajasthan,Sawai Madhopur,,2020-21,VERIFIED,C-44485,,2012
CEI-IN-0511D816A75C,SOU. VASUDHATAI DESHMUKH COLLEGE OF AGRICULTURE TALEGAON,College,Maharashtra,Amravati,,2020-21,VERIFIED,C-44565,,2009
CEI-IN-9EAD9BACD0E2,DR. RAJENDRA GODE COLLEGE OF AGRI. BULDHANA,College,Maharashtra,Buldhana,,2020-21,VERIFIED,C-44567,,2008
CEI-IN-F4D9EC8E3254,Adamas Institute of Teacher Education,College,West Bengal,North 24 Parganas,,2020-21,VERIFIED,C-44616,,2012
CEI-IN-0CA28A46ED85,Ananda Marg College,College,West Bengal,Purulia,,2020-21,VERIFIED,C-44630,,1966
CEI-IN-F0DE0B523F64,Ramananda Centenary College,College,West Bengal,Purulia,,2020-21,VERIFIED,C-44640,,1971
CEI-IN-24F17F0153F8,Turku Hansda-Lapsa Hemram Mahavidyalaya,College,West Bengal,Birbhum,,2020-21,VERIFIED,C-44645,,2006
CEI-IN-4D325EB455FD,Rajnagar Mahavidyalaya,College,West Bengal,Birbhum,,2020-21,VERIFIED,C-44664,,2009
CEI-IN-6FC64DAF252D,ANNAI VIOLET ARTS AND SCIENCE COLLEGE,College,Tamil Nadu,Chennai,,2020-21,VERIFIED,C-43956,,1997
CEI-IN-9D0EDA77C76C,SREE MUTHUKUMARASWAMY COLLEGE,College,Tamil Nadu,Chennai,,2020-21,VERIFIED,C-43963,,1997
CEI-IN-5DDA9A804513,JAYA COLLEGE OF ARTS AND SCIENCE,College,Tamil Nadu,Chennai,,2020-21,VERIFIED,C-43973,,1992
CEI-IN-8A74D89462F4,SRI KANYAKA PARAMESWARI ARTS AND SCIENCE COLLEGE FOR WOMEN,College,Tamil Nadu,Chennai,,2020-21,VERIFIED,C-43977,,1999
CEI-IN-A04B981EE22E,GURU NANAK COLLEGE,College,Tamil Nadu,Chennai,,2020-21,VERIFIED,C-43998,,1971
CEI-IN-6808AD9A5334,"SHANTILAL SHAH ENGINEERING COLLEGE ,BHAVNAGAR 043",College,Gujarat,Bhavnagar,,2020-21,VERIFIED,C-44,,1983
CEI-IN-1A513533DC9B,PRINCE SHRI VENKATESHWARA ARTS AND SCIENCE COLLEGE,College,Tamil Nadu,Chennai,,2020-21,VERIFIED,C-44008,,1995
CEI-IN-5F569CF22B1E,VEL TECH RANGA SANKU ARTS COLLEGE,College,Tamil Nadu,Chennai,,2020-21,VERIFIED,C-44013,,1998
CEI-IN-D21D5A3FA4D0,Post Graduate Institute of Veterinary & Animal Sciences,College,Maharashtra,Akola,,2020-21,VERIFIED,C-44023,,1969
CEI-IN-AF39453D1393,"Kelappaji College of Agrl. Engineering & Technology, Tavanur",College,Kerala,Malappuram,,2020-21,VERIFIED,C-44030,,1971
CEI-IN-D9643B74DC8D,Dr. B.R. Ambedkar College,College,West Bengal,Nadia,,2020-21,VERIFIED,C-44044,,1973
CEI-IN-5991F81778DF,Prabharani Institute of Education (Physical Education),College,West Bengal,Murshidabad,,2020-21,VERIFIED,C-44046,,2006
CEI-IN-A5D4E02E4303,Madhusudan Sanskrit College,College,Odisha,Balasore,,2020-21,VERIFIED,C-44062,,1984
CEI-IN-7ADDA4B596CA,Lalaji Gopalji Sanskrit College,College,Odisha,Bargarh,,2020-21,VERIFIED,C-44067,,1985
CEI-IN-CC889FE5C259,Dadhibamanjew Sanskrit College,College,Odisha,Kendrapara,,2020-21,VERIFIED,C-44079,,1989
CEI-IN-129A36235D65,Sarada Sanskrit College,College,Odisha,Jajpur,,2020-21,VERIFIED,C-44092,,1992
CEI-IN-07659B24A3AD,L.J.N.J. Mahila Mahavidyalaya,College,Maharashtra,Mumbai,,2020-21,VERIFIED,C-44195,,1969
CEI-IN-CB415103EC1D,Leelabai Thackersey College of Nursing,College,Maharashtra,Mumbai,,2020-21,VERIFIED,C-44151,,1952
CEI-IN-7940F632FC53,Adarsh Shikshan Sanstha's Late Chhabhutai Dahake College of Education,College,Maharashtra,Washim,,2020-21,VERIFIED,C-44225,,2004
CEI-IN-CE921DB39C1B,Ashoka International Centre for Educational Studies & Research,College,Maharashtra,Nashik,,2020-21,VERIFIED,C-44248,,2008
CEI-IN-899759505500,Priyadarshani Women's B.C.A. College,College,Maharashtra,Parbhani,,2020-21,VERIFIED,C-44282,,2009
CEI-IN-C9FBCDE74282,Shri Sadbhav Education Trust Sanchaliat Mahila College of Bhachau,College,Gujarat,Kachchh,,2020-21,VERIFIED,C-44313,,2000
CEI-IN-134E17F9B72A,Sambhajirao Shinde College of Education,College,Maharashtra,Solapur,,2020-21,VERIFIED,C-44321,,2005
CEI-IN-3F0325E4690F,"CHAS COLLEGE, CHAS, BOKARO",College,Jharkhand,Bokaro,,2020-21,VERIFIED,C-44403,,1976
CEI-IN-EFCF89E8A708,G.D. BAGARIA TEACHRS' TRAINING COLLEGE,College,Jharkhand,Giridih,,2020-21,VERIFIED,C-44416,,2004
CEI-IN-50A4148646D8,"J. S. M. COLLEGE, PHUSRO, BOKARO",College,Jharkhand,Bokaro,,2020-21,VERIFIED,C-44431,,1980
CEI-IN-1C1474110ED0,"VANANCHAL COLLEGE, TANDAWA",College,Jharkhand,Chatra,,2020-21,VERIFIED,C-44458,,1985
CEI-IN-DD22B43A8608,"KATRAS COLLEGE, KATRASGARH, DHANBAD",College,Jharkhand,Dhanbad,,2020-21,VERIFIED,C-44424,,1964
CEI-IN-B5B8A1CF8680,"Sou. KSK alias Kaku College of Food Technology, Navgan College Campus",College,Maharashtra,Beed,,2020-21,VERIFIED,C-44506,,2004
CEI-IN-A54666986F29,A.N.A.C. WARORA,College,Maharashtra,Chandrapur,,2020-21,VERIFIED,C-44538,,1965
CEI-IN-166EC4563695,S. S. HORTICULTURE COLLEGE AMRAVATI,College,Maharashtra,Amravati,,2020-21,VERIFIED,C-44539,,2003
CEI-IN-4EF07C41E107,"COLLEGE OF AGRICULTURE, DARWHA",College,Maharashtra,Yavatmal,,2020-21,VERIFIED,C-44540,,2003
CEI-IN-D241C5C6F0BF,VIVEKANAND COLLEGE OF AGRI. BUSINESS MGT. HIWARA,College,Maharashtra,Buldhana,,2020-21,VERIFIED,C-44548,,2007
CEI-IN-B11D0FD2EC82,"Sankalp Education Society's ISMS Sankalp Business School,S.No. 9-1-1, Ambegaon Bk., Pune 411041.",College,Maharashtra,Pune,,2020-21,VERIFIED,C-44582,,2010
CEI-IN-79BEE527DF7A,KUMARARANI MEENA MUTHIAH COLLEGE OF ARTS AND SCIENCE,College,Tamil Nadu,Chennai,,2020-21,VERIFIED,C-43940,,1996
CEI-IN-322A21B1B257,MADRAS SCHOOL OF SOCIAL WORK,College,Tamil Nadu,Chennai,,2020-21,VERIFIED,C-43964,,1952
CEI-IN-7EAEA75E2443,JUSTICE BASHEER AHMED SAYEED COLLEGE FOR WOMEN,College,Tamil Nadu,Chennai,,2020-21,VERIFIED,C-43975,,1955
CEI-IN-0D0223DBF0CE,MALOLAN COLLEGE OF ARTS AND SCIENCE,College,Tamil Nadu,Chennai,,2020-21,VERIFIED,C-43990,,2010
CEI-IN-E005413AEEEB,"College of Fishery Sciences, Nagpur",College,Maharashtra,Nagpur,,2020-21,VERIFIED,C-44019,,2006
CEI-IN-6E79445DE70D,"College of Veterinary & Animal Sciences, Parbhani",College,Maharashtra,Parbhani,,2020-21,VERIFIED,C-44027,,1972
CEI-IN-4450F3D4A793,"L.B.S College of Engineering , Kasaragod",College,Kerala,Kasaragod,,2020-21,VERIFIED,C-44037,,1993
CEI-IN-918FCB98DA51,Institute of Mass Communication Film & Television,College,West Bengal,Kolkata,,2020-21,VERIFIED,C-44055,,2002
CEI-IN-F44147D778C8,Gopinathpur Sanskrit College,College,Odisha,Kendrapara,,2020-21,VERIFIED,C-44082,,1984
CEI-IN-657A60634321,Jagannath Veda Karmakanda Mohavidyalaya,College,Odisha,Puri,,2020-21,VERIFIED,C-44102,,1973
CEI-IN-CBC4CD735258,Ranapur Sanskrit College,College,Odisha,Nayagarh,,2020-21,VERIFIED,C-44104,,1992
CEI-IN-CB30A9613DA6,Shri Dhaneshwari Manav Vikas Mandal's,College,Maharashtra,Chhatrapati Sambhajinagar,,2020-21,VERIFIED,C-44112,,2003
CEI-IN-FAB0D2FA365C,Karmaveer Shikshan Prasarak Mandal's College of Education for Women,College,Maharashtra,Beed,,2020-21,VERIFIED,C-44143,,2005
CEI-IN-2742D229ACB7,Janata Shikshan Prasarak Mandal's Women's College of Science,College,Maharashtra,Chhatrapati Sambhajinagar,,2020-21,VERIFIED,C-44153,,2006
CEI-IN-6799E6029EEE,Rural Foundation's Shikshanshastra Mahil Mahavidyalaya,College,Maharashtra,Nandurbar,,2020-21,VERIFIED,C-44159,,2005
CEI-IN-9623FA639680,Matoshri Asarabai Darade Women's College of Education,College,Maharashtra,Nashik,,2020-21,VERIFIED,C-44162,,2006
CEI-IN-CA142C6B457A,Navalbhau Pratishthan's Rukmanitai Arts & Commerce Mahila College,College,Maharashtra,Jalgaon,,2020-21,VERIFIED,C-44188,,1989
CEI-IN-FE47747779E3,Maharshi Karve Stree Shikshan Sanstha's,College,Maharashtra,Ratnagiri,,2020-21,VERIFIED,C-44252,,1999
CEI-IN-CF0AE62F93A8,Saraswathi Vidya Bhavan's College of Education & Research,College,Maharashtra,Thane,,2020-21,VERIFIED,C-44264,,2004
CEI-IN-CE88C37C38F0,Bahinabai Women's College of Education,College,Maharashtra,Nashik,,2020-21,VERIFIED,C-44268,,2005
CEI-IN-D6893B7E536C,"Kai. Bhausaheb Hiray Smaranika Samiti Trust's Indira College, Malegaon, Nashik.",College,Maharashtra,Nashik,,2020-21,VERIFIED,C-44295,,2008
CEI-IN-E738388A62EC,"Anand Charitable Sanstha's Asthi Sanchalit's Mahila Arts College Patoda, Beed.",College,Maharashtra,Beed,,2020-21,VERIFIED,C-44298,,2002
CEI-IN-46B62F72B28A,"Umer Bin Khattab Welfare Trust's, amu Bai Allana B.Ed. College of Women",College,Maharashtra,Chhatrapati Sambhajinagar,,2020-21,VERIFIED,C-44309,,2005
CEI-IN-55A55A9E0E4B,Br. Nath Pai B.Ed. College,College,Maharashtra,Sindhudurg,,2020-21,VERIFIED,C-44318,,2005
CEI-IN-FB00345CECFD,"BALANAND SANSKRIT COLLEGE, DEOGHAR",College,Jharkhand,Deoghar,,2020-21,VERIFIED,C-44392,,1936
CEI-IN-FB964ABD687D,"GAUTAM BUDDHA T. T. COLLEGE, HAZARIBAG",College,Jharkhand,Hazaribagh,,2020-21,VERIFIED,C-44423,,2007
CEI-IN-F88C3F7CC8FE,"K. B. COLLEGE, BERMO, BOKARO",College,Jharkhand,Bokaro,,2020-21,VERIFIED,C-44449,,1964
CEI-IN-72509B6A44B6,"MSSM College of Agriculture, Kharpudi, Bhatepuri Road",College,Maharashtra,Jalna,,2020-21,VERIFIED,C-44502,,2008
CEI-IN-80037DC23AD0,"S.V.I. COLLEGE OF AGRICULTURE, JALGAON JAMOD",College,Maharashtra,Buldhana,,2020-21,VERIFIED,C-44542,,2003
CEI-IN-A1427802634F,VIVEKANAND COLLEGE OF AGRI. HIWARA,College,Maharashtra,Buldhana,,2020-21,VERIFIED,C-44550,,2003
CEI-IN-EDA4905B12B1,LATE R. G. DESHMUKH COLLEGE OF AGRICULTURE TIWASA,College,Maharashtra,Amravati,,2020-21,VERIFIED,C-44555,,2008
CEI-IN-097128A112F5,"SHRI. SEVAKBHAU WAGHE PATIL COLLEGE OF AGRICULTURE, KESALWADAWAGH TALUKA LAKHANI",College,Maharashtra,Bhandara,,2020-21,VERIFIED,C-44568,,2010
CEI-IN-23B5BD95065D,"Vivekananda Mahavidyalaya, Haripal",College,West Bengal,Hooghly,,2020-21,VERIFIED,C-44637,,1966
CEI-IN-6EF40902B234,M.U.C. Women's College,College,West Bengal,Purba Bardhaman,,2020-21,VERIFIED,C-44657,,1955
CEI-IN-290B288CCB80,Bandwan Mahavidyalaya,College,West Bengal,Purulia,,2020-21,VERIFIED,C-44659,,2010
CEI-IN-5A03B2A5EAD8,Tarakeswar Degree College,College,West Bengal,Hooghly,,2020-21,VERIFIED,C-44663,,1986
CEI-IN-6451BEF2679B,THE NEW COLLEGE,College,Tamil Nadu,Chennai,,2020-21,VERIFIED,C-43948,,1951
CEI-IN-94A0AAA560B3,DR AMBEDKAR GOVT ARTS COLLEGE,College,Tamil Nadu,Chennai,,2020-21,VERIFIED,C-43981,,1973
CEI-IN-62BDB5CA6898,"Krantisinh Nana Patil College of Veterinary Science, Shirwal",College,Maharashtra,Satara,,2020-21,VERIFIED,C-44024,,1988
CEI-IN-DB3220549045,Shahu Shikshan Sanstha Pandharpur's Rajmata Women's College of Education,College,Maharashtra,Sangli,,2020-21,VERIFIED,C-44138,,2005
CEI-IN-733A8CA2F822,"Anjuman-I-Islam's, Begum Jamila Haji Abdul Haq College of Home Science",College,Maharashtra,Mumbai Suburban,,2020-21,VERIFIED,C-44168,,1999
CEI-IN-1E1AD1E8797C,SMRK Arts Fine Arts B.K. Commerce and A.K. Home Science Mahila Mahavidyalaya,College,Maharashtra,Nashik,,2020-21,VERIFIED,C-44232,,1985
CEI-IN-F2FEB2CE5339,Regal College for Technology,College,Maharashtra,Ratnagiri,,2020-21,VERIFIED,C-44244,,2008
CEI-IN-70F42A030A4E,Modern Shikshan Prasarak Mandal's College of Arts and Commerce,College,Maharashtra,Mumbai,,2020-21,VERIFIED,C-44246,,2001
CEI-IN-745309D85B45,Shahu Shikshan Sanstha Pandharpur Venutai Womens College of Education,College,Maharashtra,Satara,,2020-21,VERIFIED,C-44297,,2005
CEI-IN-0DBB07D0C68C,General Education Institute's Mahil Mahavidyalaya,College,Maharashtra,Thane,,2020-21,VERIFIED,C-44300,,1983
CEI-IN-ABAEF2B701EA,"P.T.P.S. COLLEGE, PATRATU, RAMGARH",College,Jharkhand,Ramgarh,,2020-21,VERIFIED,C-44399,,1972
CEI-IN-CF240825E6D6,"GOVT B ED COLLEGE, HAZARIBAG",College,Jharkhand,Hazaribagh,,2020-21,VERIFIED,C-44430,,1982
CEI-IN-CFC04AB82763,"GURU GOBIND SINGH EDUCATIONAL SOCIETY'S TECHNICAL CAMPUS, CHAS, BOKARO",College,Jharkhand,Bokaro,,2020-21,VERIFIED,C-44444,,2011
CEI-IN-786794B6D237,"GURU NANAK COLLEGE, DHANBAD",College,Jharkhand,Dhanbad,,2020-21,VERIFIED,C-44445,,1970
CEI-IN-68F935E228D6,UNIVERSITY COLLEGE OF ENGINEERING & TECHNOLOGY,College,Jharkhand,Hazaribagh,,2020-21,VERIFIED,C-44450,,2009
CEI-IN-650EF97B7763,"UNIVERSITY LAW COLLEGE, HAZARIBAG",College,Jharkhand,Hazaribagh,,2020-21,VERIFIED,C-44454,,2010
CEI-IN-F1B3DEE2F333,"Kumbalathu Sankupillai Memorial Devaswom Board College, Sasthamcotta",College,Kerala,Kollam,,2020-21,VERIFIED,C-44482,,1964
CEI-IN-620F1F5D246B,"MGM College of Food Technology, CIDCO",College,Maharashtra,Chhatrapati Sambhajinagar,,2020-21,VERIFIED,C-44493,,2008
CEI-IN-D1BECDE3CE2C,"College of Agriculture, Parbhani",College,Maharashtra,Parbhani,,2020-21,VERIFIED,C-44523,,1956
CEI-IN-BC6EF904EA8C,SHRI. SANT SHANKAR MAHARAJ COLLEGE OF AGRI. PIMPALKHUTA,College,Maharashtra,Amravati,,2020-21,VERIFIED,C-44547,,2008
CEI-IN-EF220BF531B3,"COLLEGE OF AGRICULTURAL ENGINEERING & TECHNOLOGY, AKOLA",College,Maharashtra,Akola,,2020-21,VERIFIED,C-44558,,1969
CEI-IN-F0F858D61855,"Sadhu Vaswani Institute of Management Studies for Girls, 6, Koregaon Road, Pune 411001",College,Maharashtra,Pune,,2020-21,VERIFIED,C-44578,,2010
CEI-IN-03E9B142E718,"Jai Hind College of Engineering, Kuran, Tal. Junnar, Dist. Pune",College,Maharashtra,Pune,,2020-21,VERIFIED,C-44591,,2010
CEI-IN-000ACDABBB19,"Pune District Education Association's Institute of Technical Education, Research & Management, Sec. No. 28, Ganganagar, PCNTDA, Akurdi, Pune 411044.",College,Maharashtra,Pune,,2020-21,VERIFIED,C-44595,,2010
CEI-IN-18AE4BDE0C1F,Chandrapur College,College,West Bengal,Purba Bardhaman,,2020-21,VERIFIED,C-44634,,1985
CEI-IN-BB0186DAAC2B,Deshbandhu Mahavidyalaya,College,West Bengal,Paschim Bardhaman,,2020-21,VERIFIED,C-44638,,1973
CEI-IN-9B0223AEF415,Vidyapati Bachelor Education College,College,West Bengal,Purba Bardhaman,,2020-21,VERIFIED,C-44644,,2004
CEI-IN-58374F2E7319,Pandit Raghunath Murmu Smriti Mahavidyalaya,College,West Bengal,Bankura,,2020-21,VERIFIED,C-44670,,1986
CEI-IN-6DF9C089553D,WOMENS CHRISTIAN COLLEGE,College,Tamil Nadu,Chennai,,2020-21,VERIFIED,C-43946,,1915
CEI-IN-5E3545CD2FF3,QUAID E MILLETH COLLEGE FOR MEN,College,Tamil Nadu,Chennai,,2020-21,VERIFIED,C-43982,,1975
CEI-IN-90C9B8095BDA,MEENAKSHI AMMAL ARTS AND SCIENCE COLLEGE,College,Tamil Nadu,Kancheepuram,,2020-21,VERIFIED,C-43986,,2001
CEI-IN-5ACF43E13372,Plassey College,College,West Bengal,Nadia,,2020-21,VERIFIED,C-44039,,2010
CEI-IN-2E8A3EE49B5A,Prof. S. Nurul Hasan College,College,West Bengal,Murshidabad,,2020-21,VERIFIED,C-44041,,1994
CEI-IN-9748664024E0,Dadhibaman Sanskrit College,College,Odisha,Nayagarh,,2020-21,VERIFIED,C-44059,,1988
CEI-IN-BF52FE4AE5B8,Dr. Ghanashyam Mishra Sanskrit College,College,Odisha,Ganjam,,2020-21,VERIFIED,C-44084,,1993
CEI-IN-C9782AF2226D,Swami Sivananda Sanskrit College,College,Odisha,Deogarh,,2020-21,VERIFIED,C-44086,,1997
CEI-IN-342BC0ADDE21,Pathadurga Sanskrit College,College,Odisha,Balasore,,2020-21,VERIFIED,C-44090,,1989
CEI-IN-DE006B2FD9C1,Sanskrit College (Paralakhemundi),College,Odisha,Gajapati,,2020-21,VERIFIED,C-44099,,1915
CEI-IN-7D6D644921B1,"Vikas Degree College, Macherla",College,Andhra Pradesh,Guntur,,2020-21,VERIFIED,C-44106,,2010
CEI-IN-F2DFC5C55EB9,"Sand Dunes B.Ed. College, Jaipur",College,Rajasthan,Jaipur,,2020-21,VERIFIED,C-44110,,2006
CEI-IN-E4954E9AFD67,Shriram Shikshan Sanstha's Mahila Education College,College,Maharashtra,Solapur,,2020-21,VERIFIED,C-44212,,2005
CEI-IN-8A8BEB5F73C8,Jeevan Rekha Pratisthan's Mahila B.C.A. Mahavidyalaya,College,Maharashtra,Latur,,2020-21,VERIFIED,C-44291,,2008
CEI-IN-0A033918C4BC,S.N.D.T. Arts & Commerce College for Women,College,Maharashtra,Pune,,2020-21,VERIFIED,C-44250,,1916
CEI-IN-8C67458E33AB,Shri Swaminarayan Manav Seva Trust's,College,Gujarat,Surat,,2020-21,VERIFIED,C-44306,,1999
CEI-IN-D5FC515E4626,Yuva Rashtra Sant Bhayyuji Maharaj B.Ed. Women's College,College,Maharashtra,Yavatmal,,2020-21,VERIFIED,C-44324,,2007
CEI-IN-0FE4633E5367,"G.M. EVENING COLLEGE, ICHAK",College,Jharkhand,Hazaribagh,,2020-21,VERIFIED,C-44379,,2009
CEI-IN-93D9DAC81C9D,BAIDYANATH KAMAL KUMARI SANSKRIT COLLEGE,College,Jharkhand,Deoghar,,2020-21,VERIFIED,C-44400,,1899
CEI-IN-77E8755BE721,"AL IQRA T.T. COLLEGE, GOVINDPUR",College,Jharkhand,Dhanbad,,2020-21,VERIFIED,C-44407,,2000
CEI-IN-354B234686FA,"J. J. COLLEGE, JHUMRITELAIYA, KODERMA",College,Jharkhand,Koderma,,2020-21,VERIFIED,C-44402,,1960
