frontend_route_id,catalog_id,canonical_core_id,normalized_name,seat_matrix_id,engineering_cutoffs_id,resolver_output_id,mismatch_type,risk_level,recommended_fix
"CORE-GATI-SHAKTI-VISHWAVIDYALAYA-VADODARA","CORE-GATI-SHAKTI-VISHWAVIDYALAYA-VADODARA","CORE-GATI-SHAKTI-VISHWAVIDYALAYA-VADODARA","Gati Shakti Vishwavidyalaya, Vadodara","Gati Shakti Vishwavidyalaya, Vadodara","Gati Shakti Vishwavidyalaya, Vadodara","CORE-GATI-SHAKTI-VISHWAVIDYALAYA-VADODARA","NONE","SAFE","None"
"CORE-GHANI-KHAN-CHOUDHURY-INSTITUTE-OF-ENGINEERING-TECHNOLOGY-KOTWALI-MALDA","CORE-GHANI-KHAN-CHOUDHURY-INSTITUTE-OF-ENGINEERING-TECHNOLOGY-KOTWALI-MALDA","CORE-GHANI-KHAN-CHOUDHURY-INSTITUTE-OF-ENGINEERING-TECHNOLOGY-KOTWALI-MALDA","GHANI KHAN CHOUDHURY INSTITUTE OF ENGINEERING & TECHNOLOGY, KOTWALI, MALDA","MISSING","MISSING","CORE-GHANI-KHAN-CHOUDHURY-INSTITUTE-OF-ENGINEERING-TECHNOLOGY-KOTWALI-MALDA","NONE","SAFE","None"
"CORE-GURUKULA-KANGRI-VISHWAVIDYALAYA-HARIDWAR","CORE-GURUKULA-KANGRI-VISHWAVIDYALAYA-HARIDWAR","CORE-GURUKULA-KANGRI-VISHWAVIDYALAYA-HARIDWAR","Gurukula Kangri Vishwavidyalaya, Haridwar","Gurukula Kangri Vishwavidyalaya, Haridwar","Gurukula Kangri Vishwavidyalaya, Haridwar","CORE-GURUKULA-KANGRI-VISHWAVIDYALAYA-HARIDWAR","NONE","SAFE","None"
"CORE-INDIAN-INSTITUTE-OF-CARPET-TECHNOLOGY-BHADOHI","CORE-INDIAN-INSTITUTE-OF-CARPET-TECHNOLOGY-BHADOHI","CORE-INDIAN-INSTITUTE-OF-CARPET-TECHNOLOGY-BHADOHI","INDIAN INSTITUTE OF CARPET TECHNOLOGY, BHADOHI","MISSING","MISSING","CORE-INDIAN-INSTITUTE-OF-CARPET-TECHNOLOGY-BHADOHI","NONE","SAFE","None"
"CORE-INDIAN-INSTITUTE-OF-HANDLOOM-TECHNOLOGY-SALEM","CORE-INDIAN-INSTITUTE-OF-HANDLOOM-TECHNOLOGY-SALEM","CORE-INDIAN-INSTITUTE-OF-HANDLOOM-TECHNOLOGY-SALEM","INDIAN INSTITUTE OF HANDLOOM TECHNOLOGY, SALEM","MISSING","MISSING","CORE-INDIAN-INSTITUTE-OF-HANDLOOM-TECHNOLOGY-SALEM","NONE","SAFE","None"
"CORE-IIIT-TECHNOLOGY","CORE-IIIT-TECHNOLOGY","CORE-IIIT-TECHNOLOGY","INDIAN INSTITUTE OF INFORMATION TECHNOLOGY","MISSING","MISSING","CORE-IIIT-TECHNOLOGY","NONE","SAFE","None"
"CORE-INDIAN-INSTITUTE-OF-INFORMATION-TECHNOLOGY-BHAGALPUR","CORE-INDIAN-INSTITUTE-OF-INFORMATION-TECHNOLOGY-BHAGALPUR","CORE-INDIAN-INSTITUTE-OF-INFORMATION-TECHNOLOGY-BHAGALPUR","INDIAN INSTITUTE OF INFORMATION TECHNOLOGY BHAGALPUR","MISSING","MISSING","CORE-INDIAN-INSTITUTE-OF-INFORMATION-TECHNOLOGY-BHAGALPUR","NONE","SAFE","None"
"CORE-IIIT-RAICHUR","CORE-IIIT-RAICHUR","CORE-IIIT-RAICHUR","INDIAN INSTITUTE OF INFORMATION TECHNOLOGY RAICHUR","CORE-IIIT-RAICHUR","CORE-IIIT-RAICHUR","CORE-IIIT-RAICHUR","NONE","SAFE","None"
"CORE-INDIAN-INSTITUTE-OF-INFORMATION-TECHNOLOGY-SURAT","CORE-INDIAN-INSTITUTE-OF-INFORMATION-TECHNOLOGY-SURAT","CORE-INDIAN-INSTITUTE-OF-INFORMATION-TECHNOLOGY-SURAT","INDIAN INSTITUTE OF INFORMATION TECHNOLOGY SURAT","MISSING","MISSING","CORE-INDIAN-INSTITUTE-OF-INFORMATION-TECHNOLOGY-SURAT","NONE","SAFE","None"
"CORE-IIIT-VADODARA","CORE-IIIT-VADODARA","CORE-IIIT-VADODARA","INDIAN INSTITUTE OF INFORMATION TECHNOLOGY VADODARA INTERNATIONAL CAMPUS DIU","CORE-IIIT-VADODARA","CORE-IIIT-VADODARA","CORE-IIIT-VADODARA","NONE","SAFE","None"
"CORE-INDIAN-INSTITUTE-OF-INFORMATION-TECHNOLOGY-GUWAHATI","CORE-INDIAN-INSTITUTE-OF-INFORMATION-TECHNOLOGY-GUWAHATI","CORE-INDIAN-INSTITUTE-OF-INFORMATION-TECHNOLOGY-GUWAHATI","INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, GUWAHATI","MISSING","MISSING","CORE-INDIAN-INSTITUTE-OF-INFORMATION-TECHNOLOGY-GUWAHATI","NONE","SAFE","None"
"CORE-IIIT-KALYANI","CORE-IIIT-KALYANI","CORE-IIIT-KALYANI","INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, KALYANI","CORE-IIIT-KALYANI","CORE-IIIT-KALYANI","CORE-IIIT-KALYANI","NONE","SAFE","None"
"CORE-IIIT-AGARTALA","CORE-IIIT-AGARTALA","CORE-IIIT-AGARTALA","Indian Institute of Information Technology Agartala","CORE-IIIT-AGARTALA","CORE-IIIT-AGARTALA","CORE-IIIT-AGARTALA","NONE","SAFE","None"
"CORE-IIIT-KURNOOL","CORE-IIIT-KURNOOL","CORE-IIIT-KURNOOL","Indian Institute of Information Technology Design And Manufacturing, Kurnool","MISSING","MISSING","CORE-IIIT-KURNOOL","NONE","SAFE","None"
"CORE-INDIAN-INSTITUTE-OF-INFORMATION-TECHNOLOGY-ALLAHABAD","CORE-INDIAN-INSTITUTE-OF-INFORMATION-TECHNOLOGY-ALLAHABAD","CORE-INDIAN-INSTITUTE-OF-INFORMATION-TECHNOLOGY-ALLAHABAD","Indian Institute of Information Technology, Allahabad","MISSING","MISSING","CORE-INDIAN-INSTITUTE-OF-INFORMATION-TECHNOLOGY-ALLAHABAD","NONE","SAFE","None"
"CORE-INDIAN-INSTITUTE-OF-INFORMATION-TECHNOLOGY-DESIGN-MANUFACTURING-KANCHEEPURAM","CORE-INDIAN-INSTITUTE-OF-INFORMATION-TECHNOLOGY-DESIGN-MANUFACTURING-KANCHEEPURAM","CORE-INDIAN-INSTITUTE-OF-INFORMATION-TECHNOLOGY-DESIGN-MANUFACTURING-KANCHEEPURAM","Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","MISSING","MISSING","CORE-INDIAN-INSTITUTE-OF-INFORMATION-TECHNOLOGY-DESIGN-MANUFACTURING-KANCHEEPURAM","NONE","SAFE","None"
"CORE-IIIT-DHARWAD","CORE-IIIT-DHARWAD","CORE-IIIT-DHARWAD","Indian Institute of Information Technology, Dharwad","MISSING","MISSING","CORE-IIIT-DHARWAD","NONE","SAFE","None"
"CORE-IIIT-KOTA","CORE-IIIT-KOTA","CORE-IIIT-KOTA","INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, KOTA","CORE-IIIT-KOTA","CORE-IIIT-KOTA","CORE-IIIT-KOTA","NONE","SAFE","None"
"CORE-IIIT-KOTTAYAM","CORE-IIIT-KOTTAYAM","CORE-IIIT-KOTTAYAM","INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, KOTTAYAM","CORE-IIIT-KOTTAYAM","CORE-IIIT-KOTTAYAM","CORE-IIIT-KOTTAYAM","NONE","SAFE","None"
"CORE-INDIAN-INSTITUTE-OF-INFORMATION-TECHNOLOGY-LUCKNOW","CORE-INDIAN-INSTITUTE-OF-INFORMATION-TECHNOLOGY-LUCKNOW","CORE-INDIAN-INSTITUTE-OF-INFORMATION-TECHNOLOGY-LUCKNOW","INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, LUCKNOW","MISSING","MISSING","CORE-INDIAN-INSTITUTE-OF-INFORMATION-TECHNOLOGY-LUCKNOW","NONE","SAFE","None"
"CORE-IIIT-NAGPUR","CORE-IIIT-NAGPUR","CORE-IIIT-NAGPUR","INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, NAGPUR","CORE-IIIT-NAGPUR","CORE-IIIT-NAGPUR","CORE-IIIT-NAGPUR","NONE","SAFE","None"
"CORE-IIIT-PUNE","CORE-IIIT-PUNE","CORE-IIIT-PUNE","INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, PUNE","CORE-IIIT-PUNE","CORE-IIIT-PUNE","CORE-IIIT-PUNE","NONE","SAFE","None"
"CORE-IIIT-RANCHI","CORE-IIIT-RANCHI","CORE-IIIT-RANCHI","INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, RANCHI","CORE-IIIT-RANCHI","CORE-IIIT-RANCHI","CORE-IIIT-RANCHI","NONE","SAFE","None"
"CORE-IIIT-SENAPATI","CORE-IIIT-SENAPATI","CORE-IIIT-SENAPATI","INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, SENAPATI","MISSING","MISSING","CORE-IIIT-SENAPATI","NONE","SAFE","None"
"CORE-IIIT-CITY","CORE-IIIT-CITY","CORE-IIIT-CITY","INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, SRI CITY","MISSING","MISSING","CORE-IIIT-CITY","NONE","SAFE","None"
"CORE-IIIT-SRIRANGAM","CORE-IIIT-SRIRANGAM","CORE-IIIT-SRIRANGAM","INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, SRIRANGAM","MISSING","MISSING","CORE-IIIT-SRIRANGAM","NONE","SAFE","None"
"CORE-INDIAN-INSTITUTE-OF-INFORMATION-TECHNOLOGY-UNA","CORE-INDIAN-INSTITUTE-OF-INFORMATION-TECHNOLOGY-UNA","CORE-INDIAN-INSTITUTE-OF-INFORMATION-TECHNOLOGY-UNA","Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh","MISSING","MISSING","CORE-INDIAN-INSTITUTE-OF-INFORMATION-TECHNOLOGY-UNA","NONE","SAFE","None"
"CORE-INDIAN-INSTITUTE-OF-INFORMATION-TECHNOLOGY-VADODARA","CORE-INDIAN-INSTITUTE-OF-INFORMATION-TECHNOLOGY-VADODARA","CORE-INDIAN-INSTITUTE-OF-INFORMATION-TECHNOLOGY-VADODARA","Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","MISSING","MISSING","CORE-INDIAN-INSTITUTE-OF-INFORMATION-TECHNOLOGY-VADODARA","NONE","SAFE","None"
"CORE-IIT-VARANASI","CORE-IIT-VARANASI","CORE-IIT-VARANASI","Indian Institute of Technology (Banaras Hindu University), Varanasi","CORE-IIT-VARANASI","CORE-IIT-VARANASI","CORE-IIT-VARANASI","NONE","SAFE","None"
"CORE-IIT-DHANBAD","CORE-IIT-DHANBAD","CORE-IIT-DHANBAD","Indian Institute of Technology (Indian School of Mines), Dhanbad","CORE-IIT-DHANBAD","CORE-IIT-DHANBAD","CORE-IIT-DHANBAD","NONE","SAFE","None"
"CORE-IIT-BHILAI","CORE-IIT-BHILAI","CORE-IIT-BHILAI","Indian Institute of Technology Bhilai","CORE-IIT-BHILAI","CORE-IIT-BHILAI","CORE-IIT-BHILAI","NONE","SAFE","None"
"CORE-IIT-BOMBAY","CORE-IIT-BOMBAY","CORE-IIT-BOMBAY","Indian Institute of Technology Bombay","CORE-IIT-BOMBAY","CORE-IIT-BOMBAY","CORE-IIT-BOMBAY","NONE","SAFE","None"
"CORE-IIT-DELHI","CORE-IIT-DELHI","CORE-IIT-DELHI","Indian Institute of Technology Delhi","CORE-IIT-DELHI","CORE-IIT-DELHI","CORE-IIT-DELHI","NONE","SAFE","None"
"CORE-IIT-GUWAHATI","CORE-IIT-GUWAHATI","CORE-IIT-GUWAHATI","Indian Institute of Technology Guwahati","CORE-IIT-GUWAHATI","CORE-IIT-GUWAHATI","CORE-IIT-GUWAHATI","NONE","SAFE","None"
"CORE-IIT-HYDERABAD","CORE-IIT-HYDERABAD","CORE-IIT-HYDERABAD","Indian Institute of Technology Hyderabad","CORE-IIT-HYDERABAD","CORE-IIT-HYDERABAD","CORE-IIT-HYDERABAD","NONE","SAFE","None"
"CORE-IIT-JAMMU","CORE-IIT-JAMMU","CORE-IIT-JAMMU","Indian Institute of Technology Jammu","CORE-IIT-JAMMU","CORE-IIT-JAMMU","CORE-IIT-JAMMU","NONE","SAFE","None"
"CORE-IIT-KANPUR","CORE-IIT-KANPUR","CORE-IIT-KANPUR","Indian Institute of Technology Kanpur","CORE-IIT-KANPUR","CORE-IIT-KANPUR","CORE-IIT-KANPUR","NONE","SAFE","None"
"CORE-IIT-KHARAGPUR","CORE-IIT-KHARAGPUR","CORE-IIT-KHARAGPUR","Indian Institute of Technology Kharagpur","CORE-IIT-KHARAGPUR","CORE-IIT-KHARAGPUR","CORE-IIT-KHARAGPUR","NONE","SAFE","None"
"CORE-IIT-MADRAS","CORE-IIT-MADRAS","CORE-IIT-MADRAS","Indian Institute of Technology Madras","CORE-IIT-MADRAS","CORE-IIT-MADRAS","CORE-IIT-MADRAS","NONE","SAFE","None"
"CORE-IIT-ROORKEE","CORE-IIT-ROORKEE","CORE-IIT-ROORKEE","Indian Institute of Technology Roorkee","CORE-IIT-ROORKEE","CORE-IIT-ROORKEE","CORE-IIT-ROORKEE","NONE","SAFE","None"
"CORE-IIT-BHUBANESHWAR","CORE-IIT-BHUBANESHWAR","CORE-IIT-BHUBANESHWAR","Indian Institute of Technology, Bhubaneshwar","MISSING","MISSING","CORE-IIT-BHUBANESHWAR","NONE","SAFE","None"
"CORE-IIT-DHARWAD","CORE-IIT-DHARWAD","CORE-IIT-DHARWAD","Indian Institute of Technology, Dharwad","CORE-IIT-DHARWAD","CORE-IIT-DHARWAD","CORE-IIT-DHARWAD","NONE","SAFE","None"
"CORE-IIT-GANDHINAGAR","CORE-IIT-GANDHINAGAR","CORE-IIT-GANDHINAGAR","Indian Institute of Technology, Gandhinagar","CORE-IIT-GANDHINAGAR","CORE-IIT-GANDHINAGAR","CORE-IIT-GANDHINAGAR","NONE","SAFE","None"
"CORE-IIT-GOA","CORE-IIT-GOA","CORE-IIT-GOA","Indian Institute of Technology, Goa","CORE-IIT-GOA","CORE-IIT-GOA","CORE-IIT-GOA","NONE","SAFE","None"
"CORE-IIT-INDORE","CORE-IIT-INDORE","CORE-IIT-INDORE","Indian Institute of Technology, Indore","CORE-IIT-INDORE","CORE-IIT-INDORE","CORE-IIT-INDORE","NONE","SAFE","None"
"CORE-IIT-JODHPUR","CORE-IIT-JODHPUR","CORE-IIT-JODHPUR","Indian Institute of Technology, Jodhpur","CORE-IIT-JODHPUR","CORE-IIT-JODHPUR","CORE-IIT-JODHPUR","NONE","SAFE","None"
"CORE-IIT-MANDI","CORE-IIT-MANDI","CORE-IIT-MANDI","Indian Institute of Technology, Mandi","CORE-IIT-MANDI","CORE-IIT-MANDI","CORE-IIT-MANDI","NONE","SAFE","None"
"CORE-IIT-PALAKKAD","CORE-IIT-PALAKKAD","CORE-IIT-PALAKKAD","Indian Institute of Technology, Palakkad","CORE-IIT-PALAKKAD","CORE-IIT-PALAKKAD","CORE-IIT-PALAKKAD","NONE","SAFE","None"
"CORE-IIT-PATNA","CORE-IIT-PATNA","CORE-IIT-PATNA","Indian Institute of Technology, Patna","CORE-IIT-PATNA","CORE-IIT-PATNA","CORE-IIT-PATNA","NONE","SAFE","None"
"CORE-IIT-ROPAR","CORE-IIT-ROPAR","CORE-IIT-ROPAR","Indian Institute of Technology, Ropar","CORE-IIT-ROPAR","CORE-IIT-ROPAR","CORE-IIT-ROPAR","NONE","SAFE","None"
"CORE-IIT-TIRUPATI","CORE-IIT-TIRUPATI","CORE-IIT-TIRUPATI","Indian Institute of Technology, Tirupati","CORE-IIT-TIRUPATI","CORE-IIT-TIRUPATI","CORE-IIT-TIRUPATI","NONE","SAFE","None"
"CORE-INSTITUTE-OF-ENGINEERING-AND-TECHNOLOGY-DR-H-S-GOUR-UNIVERSITY-SAGAR","CORE-INSTITUTE-OF-ENGINEERING-AND-TECHNOLOGY-DR-H-S-GOUR-UNIVERSITY-SAGAR","CORE-INSTITUTE-OF-ENGINEERING-AND-TECHNOLOGY-DR-H-S-GOUR-UNIVERSITY-SAGAR","Institute of Engineering and Technology, Dr. H. S. Gour University. Sagar (A Central University)","Institute of Engineering and Technology, Dr. H. S. Gour University. Sagar (A Central University)","Institute of Engineering and Technology, Dr. H. S. Gour University. Sagar (A Central University)","CORE-INSTITUTE-OF-ENGINEERING-AND-TECHNOLOGY-DR-H-S-GOUR-UNIVERSITY-SAGAR","NONE","SAFE","None"
"CORE-INSTITUTE-OF-INFRASTRUCTURE-TECHNOLOGY-RESEARCH-AND-MANAGEMENT-IITRAM","CORE-INSTITUTE-OF-INFRASTRUCTURE-TECHNOLOGY-RESEARCH-AND-MANAGEMENT-IITRAM","CORE-INSTITUTE-OF-INFRASTRUCTURE-TECHNOLOGY-RESEARCH-AND-MANAGEMENT-IITRAM","INSTITUTE OF INFRASTRUCTURE TECHNOLOGY RESEARCH AND MANAGEMENT (IITRAM)","MISSING","MISSING","CORE-INSTITUTE-OF-INFRASTRUCTURE-TECHNOLOGY-RESEARCH-AND-MANAGEMENT-IITRAM","NONE","SAFE","None"
"CORE-INTERNATIONAL-INSTITUTE-OF-INFORMATION-TECHNOLOGY","CORE-INTERNATIONAL-INSTITUTE-OF-INFORMATION-TECHNOLOGY","CORE-INTERNATIONAL-INSTITUTE-OF-INFORMATION-TECHNOLOGY","INTERNATIONAL INSTITUTE OF INFORMATION TECHNOLOGY","MISSING","MISSING","CORE-INTERNATIONAL-INSTITUTE-OF-INFORMATION-TECHNOLOGY","NONE","SAFE","None"
"CORE-INTERNATIONAL-INSTITUTE-OF-INFORMATION-TECHNOLOGY-BHUBANESHWAR","CORE-INTERNATIONAL-INSTITUTE-OF-INFORMATION-TECHNOLOGY-BHUBANESHWAR","CORE-INTERNATIONAL-INSTITUTE-OF-INFORMATION-TECHNOLOGY-BHUBANESHWAR","INTERNATIONAL INSTITUTE OF INFORMATION TECHNOLOGY BHUBANESHWAR","MISSING","MISSING","CORE-INTERNATIONAL-INSTITUTE-OF-INFORMATION-TECHNOLOGY-BHUBANESHWAR","NONE","SAFE","None"
"CORE-NIT-JAIPUR","CORE-NIT-JAIPUR","CORE-NIT-JAIPUR","Malviya National Institute of Technology, Jaipur","CORE-NIT-JAIPUR","CORE-NIT-JAIPUR","CORE-NIT-JAIPUR","NONE","SAFE","None"
"CORE-MAULANA-AZAD-NATIONAL-INSTITUTE-OF-TECHNOLOGY-BHOPAL","CORE-MAULANA-AZAD-NATIONAL-INSTITUTE-OF-TECHNOLOGY-BHOPAL","CORE-MAULANA-AZAD-NATIONAL-INSTITUTE-OF-TECHNOLOGY-BHOPAL","Maulana Azad National Institute of Technology, Bhopal","MISSING","MISSING","CORE-MAULANA-AZAD-NATIONAL-INSTITUTE-OF-TECHNOLOGY-BHOPAL","NONE","SAFE","None"
"CORE-MIZORAM-UNIVERSITY-AIZAWL","CORE-MIZORAM-UNIVERSITY-AIZAWL","CORE-MIZORAM-UNIVERSITY-AIZAWL","Mizoram University, Aizawl","Mizoram University, Aizawl","Mizoram University, Aizawl","CORE-MIZORAM-UNIVERSITY-AIZAWL","NONE","SAFE","None"
"CORE-MOTILAL-NEHRU-NATIONAL-INSTITUTE-OF-TECHNOLOGY-ALLAHABAD","CORE-MOTILAL-NEHRU-NATIONAL-INSTITUTE-OF-TECHNOLOGY-ALLAHABAD","CORE-MOTILAL-NEHRU-NATIONAL-INSTITUTE-OF-TECHNOLOGY-ALLAHABAD","Motilal Nehru National Institute of Technology, Allahabad","MISSING","MISSING","CORE-MOTILAL-NEHRU-NATIONAL-INSTITUTE-OF-TECHNOLOGY-ALLAHABAD","NONE","SAFE","None"
"CORE-NATIONAL-INSTITUTE-OF-ADVANCED-MANUFACTURING-TECHNOLOGY-RANCHI","CORE-NATIONAL-INSTITUTE-OF-ADVANCED-MANUFACTURING-TECHNOLOGY-RANCHI","CORE-NATIONAL-INSTITUTE-OF-ADVANCED-MANUFACTURING-TECHNOLOGY-RANCHI","National Institute of Advanced Manufacturing Technology, Ranchi","National Institute of Advanced Manufacturing Technology, Ranchi","National Institute of Advanced Manufacturing Technology, Ranchi","CORE-NATIONAL-INSTITUTE-OF-ADVANCED-MANUFACTURING-TECHNOLOGY-RANCHI","NONE","SAFE","None"
"CORE-NIT-ARUNACHAL-PRADESH","CORE-NIT-ARUNACHAL-PRADESH","CORE-NIT-ARUNACHAL-PRADESH","National Institute of Technology Arunachal Pradesh","CORE-NIT-ARUNACHAL-PRADESH","CORE-NIT-ARUNACHAL-PRADESH","CORE-NIT-ARUNACHAL-PRADESH","NONE","SAFE","None"
"CORE-NIT-DELHI","CORE-NIT-DELHI","CORE-NIT-DELHI","National Institute of Technology Delhi","CORE-NIT-DELHI","CORE-NIT-DELHI","CORE-NIT-DELHI","NONE","SAFE","None"
"CORE-NIT-GOA","CORE-NIT-GOA","CORE-NIT-GOA","National Institute of Technology Goa","CORE-NIT-GOA","CORE-NIT-GOA","CORE-NIT-GOA","NONE","SAFE","None"
"CORE-NIT-MANIPUR","CORE-NIT-MANIPUR","CORE-NIT-MANIPUR","National Institute of Technology Manipur","CORE-NIT-MANIPUR","CORE-NIT-MANIPUR","CORE-NIT-MANIPUR","NONE","SAFE","None"
"CORE-NIT-MEGHALAYA","CORE-NIT-MEGHALAYA","CORE-NIT-MEGHALAYA","National Institute of Technology Meghalaya","CORE-NIT-MEGHALAYA","CORE-NIT-MEGHALAYA","CORE-NIT-MEGHALAYA","NONE","SAFE","None"
"CORE-NIT-MIZORAM","CORE-NIT-MIZORAM","CORE-NIT-MIZORAM","National Institute of Technology Mizoram","CORE-NIT-MIZORAM","CORE-NIT-MIZORAM","CORE-NIT-MIZORAM","NONE","SAFE","None"
"CORE-NIT-NAGALAND","CORE-NIT-NAGALAND","CORE-NIT-NAGALAND","National Institute of Technology Nagaland","CORE-NIT-NAGALAND","CORE-NIT-NAGALAND","CORE-NIT-NAGALAND","NONE","SAFE","None"
"CORE-NIT-PUDUCHERRY","CORE-NIT-PUDUCHERRY","CORE-NIT-PUDUCHERRY","National Institute of Technology Puducherry","CORE-NIT-PUDUCHERRY","CORE-NIT-PUDUCHERRY","CORE-NIT-PUDUCHERRY","NONE","SAFE","None"
"CORE-NIT-SIKKIM","CORE-NIT-SIKKIM","CORE-NIT-SIKKIM","National Institute of Technology Sikkim","CORE-NIT-SIKKIM","CORE-NIT-SIKKIM","CORE-NIT-SIKKIM","NONE","SAFE","None"
"CORE-NIT-UTTARAKHAND","CORE-NIT-UTTARAKHAND","CORE-NIT-UTTARAKHAND","National Institute of Technology Uttarakhand","CORE-NIT-UTTARAKHAND","CORE-NIT-UTTARAKHAND","CORE-NIT-UTTARAKHAND","NONE","SAFE","None"
"CORE-NIT-AGARTALA","CORE-NIT-AGARTALA","CORE-NIT-AGARTALA","National Institute of Technology, Agartala","CORE-NIT-AGARTALA","CORE-NIT-AGARTALA","CORE-NIT-AGARTALA","NONE","SAFE","None"
"CORE-NIT-ANDHRA-PRADESH","CORE-NIT-ANDHRA-PRADESH","CORE-NIT-ANDHRA-PRADESH","NATIONAL INSTITUTE OF TECHNOLOGY, ANDHRA PRADESH","CORE-NIT-ANDHRA-PRADESH","CORE-NIT-ANDHRA-PRADESH","CORE-NIT-ANDHRA-PRADESH","NONE","SAFE","None"
"CORE-NIT-CALICUT","CORE-NIT-CALICUT","CORE-NIT-CALICUT","National Institute of Technology, Calicut","CORE-NIT-CALICUT","CORE-NIT-CALICUT","CORE-NIT-CALICUT","NONE","SAFE","None"
"CORE-NIT-DURGAPUR","CORE-NIT-DURGAPUR","CORE-NIT-DURGAPUR","National Institute of Technology, Durgapur","CORE-NIT-DURGAPUR","CORE-NIT-DURGAPUR","CORE-NIT-DURGAPUR","NONE","SAFE","None"
"CORE-NIT-HAMIRPUR","CORE-NIT-HAMIRPUR","CORE-NIT-HAMIRPUR","National Institute of Technology, Hamirpur","CORE-NIT-HAMIRPUR","CORE-NIT-HAMIRPUR","CORE-NIT-HAMIRPUR","NONE","SAFE","None"
"CORE-NIT-JAMSHEDPUR","CORE-NIT-JAMSHEDPUR","CORE-NIT-JAMSHEDPUR","National Institute of Technology, Jamshedpur","CORE-NIT-JAMSHEDPUR","CORE-NIT-JAMSHEDPUR","CORE-NIT-JAMSHEDPUR","NONE","SAFE","None"
"CORE-NIT-SURATHKAL","CORE-NIT-SURATHKAL","CORE-NIT-SURATHKAL","National Institute of Technology, Karnataka","CORE-NIT-SURATHKAL","CORE-NIT-SURATHKAL","CORE-NIT-SURATHKAL","NONE","SAFE","None"
"CORE-NIT-KURUKSHETRA","CORE-NIT-KURUKSHETRA","CORE-NIT-KURUKSHETRA","National Institute of Technology, Kurukshetra","CORE-NIT-KURUKSHETRA","CORE-NIT-KURUKSHETRA","CORE-NIT-KURUKSHETRA","NONE","SAFE","None"
"CORE-NIT-PATNA","CORE-NIT-PATNA","CORE-NIT-PATNA","National Institute of Technology, Patna","CORE-NIT-PATNA","CORE-NIT-PATNA","CORE-NIT-PATNA","NONE","SAFE","None"
"CORE-NIT-RAIPUR","CORE-NIT-RAIPUR","CORE-NIT-RAIPUR","National Institute of Technology, Raipur","CORE-NIT-RAIPUR","CORE-NIT-RAIPUR","CORE-NIT-RAIPUR","NONE","SAFE","None"
"CORE-NIT-ROURKELA","CORE-NIT-ROURKELA","CORE-NIT-ROURKELA","National Institute of Technology, Rourkela","CORE-NIT-ROURKELA","CORE-NIT-ROURKELA","CORE-NIT-ROURKELA","NONE","SAFE","None"
"CORE-NIT-SILCHAR","CORE-NIT-SILCHAR","CORE-NIT-SILCHAR","National Institute of Technology, Silchar","CORE-NIT-SILCHAR","CORE-NIT-SILCHAR","CORE-NIT-SILCHAR","NONE","SAFE","None"
"CORE-NIT-SRINAGAR","CORE-NIT-SRINAGAR","CORE-NIT-SRINAGAR","National Institute of Technology, Srinagar","CORE-NIT-SRINAGAR","CORE-NIT-SRINAGAR","CORE-NIT-SRINAGAR","NONE","SAFE","None"
"CORE-NIT-TRICHY","CORE-NIT-TRICHY","CORE-NIT-TRICHY","National Institute of Technology, Tiruchirapalli","CORE-NIT-TRICHY","CORE-NIT-TRICHY","CORE-NIT-TRICHY","NONE","SAFE","None"
"CORE-NIT-WARANGAL","CORE-NIT-WARANGAL","CORE-NIT-WARANGAL","National Institute of Technology, Warangal","CORE-NIT-WARANGAL","CORE-NIT-WARANGAL","CORE-NIT-WARANGAL","NONE","SAFE","None"
"CORE-IIIT-JABALPUR","CORE-IIIT-JABALPUR","CORE-IIIT-JABALPUR","Pandhi Dwarka Prasad Mishra Indian Institute of Information Technology & Manufacturing , Jabalpur","CORE-IIIT-JABALPUR","CORE-IIIT-JABALPUR","CORE-IIIT-JABALPUR","NONE","SAFE","None"
"CORE-PUDUCHERRY-TECHNOLOGICAL-UNIVERSITY-PUDUCHERRY","CORE-PUDUCHERRY-TECHNOLOGICAL-UNIVERSITY-PUDUCHERRY","CORE-PUDUCHERRY-TECHNOLOGICAL-UNIVERSITY-PUDUCHERRY","Puducherry Technological University, Puducherry","Puducherry Technological University, Puducherry","Puducherry Technological University, Puducherry","CORE-PUDUCHERRY-TECHNOLOGICAL-UNIVERSITY-PUDUCHERRY","NONE","SAFE","None"
